ID	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB
TRINITY_DN130022_c0_g1_i4	438	491	472	794	446	411	423	287	381
TRINITY_DN169707_c0_g1_i1	0	2	3	3	2	1	0	3	9
TRINITY_DN128193_c0_g1_i1	56	45	29	73	23	45	46	50	43
TRINITY_DN123196_c1_g1_i2	2	0	3	2	1	24	0	1	1
TRINITY_DN113344_c0_g1_i1	103.973	76.5488	30.3914	82.5241	41	71.1429	51.4945	48.9795	79.938
TRINITY_DN129986_c2_g1_i2	61.2534	53.188	47.5618	77.681	38.6491	63.8901	66.6462	47.2815	70.591
TRINITY_DN126486_c3_g6_i1	18	9	3	12	25.1891	5	17	12	13.2074
TRINITY_DN125976_c1_g2_i1	2	4	5	5	4	8	2	5	8
TRINITY_DN129775_c0_g2_i1	107	71	72	132	81	63	123	89	67
TRINITY_DN94325_c0_g3_i1	779.365	1027.53	1268.96	1703	892.654	968	1487.62	1962.02	1087.72
TRINITY_DN106181_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123540_c2_g1_i1	78.5992	80.8745	80.8744	109.096	65.7672	64.6272	87.6682	63.4503	92.4976
TRINITY_DN137045_c0_g1_i1	2	331	1	1	62	321	24	118	3
TRINITY_DN130230_c1_g6_i1	342	248	168	305	153	149	234	207	230
TRINITY_DN121957_c0_g1_i4	20	31	38	54	26	33	12	33	29
TRINITY_DN74753_c0_g1_i1	1324.91	1722.94	1653.83	2885.69	1547.75	1648.97	2372.91	2533.97	1562.87
TRINITY_DN38328_c0_g1_i1	6	0	2	9	0	4	3	1	8
TRINITY_DN154932_c0_g1_i1	0	8	0	0	2	13	0	5	0
TRINITY_DN92797_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125343_c0_g7_i1	0	1	1	10	1	6	5	0	1
TRINITY_DN134753_c4_g4_i1	31.1429	20.5714	11.3333	48.1871	8.08333	14.9474	29.8666	60.3922	56.9622
TRINITY_DN45473_c0_g1_i1	1.00541	2.00724	0	1.00221	0	0	0	0	1.00853
TRINITY_DN18686_c0_g1_i1	3	3	0	0	1	2	1	1	3
TRINITY_DN122144_c0_g1_i1	0	0	0	0	0	0	8.82401	6.08535	0
TRINITY_DN85199_c0_g3_i1	0	20	0	0	2	18	1	6	0
TRINITY_DN132192_c0_g3_i1	2	4	0	4	1	2	0	0	3
TRINITY_DN97978_c0_g1_i1	743.805	749.931	429.816	899.655	520.271	508.02	647.761	519.282	556.75
TRINITY_DN126200_c0_g3_i11	100	104	61	134	85	79	71	68	85
TRINITY_DN208406_c0_g1_i1	0	4	0	0	0	6	0	1	0
TRINITY_DN56593_c0_g1_i1	0	1	0	1	0	2	0	0	1
TRINITY_DN151787_c0_g1_i1	0	8	0	0	1	7	0	2	0
TRINITY_DN108561_c0_g1_i1	51	22	9	54	15	32	23	8	21
TRINITY_DN117499_c0_g1_i1	75	84	67	96	52	68	47	56	64
TRINITY_DN127057_c7_g1_i1	0	3	0	7	0	0	3	1	0
TRINITY_DN196634_c0_g1_i1	8	2	2	1	8	1	3	0	2
TRINITY_DN181719_c0_g1_i1	2	2	2	0	2	1	0	1	2
TRINITY_DN49198_c0_g2_i1	0	17.988	0	1	9	13.247	0	9	0
TRINITY_DN133692_c2_g4_i1	105	94	172	101	63	101	54	180	137
TRINITY_DN133764_c2_g1_i2	268	229	217	339	141	229	201	166	186
TRINITY_DN200839_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103233_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN111597_c0_g1_i2	2	0	0	0	0	1	1	2	1
TRINITY_DN131453_c6_g2_i1	31	24	33	44	36	34	37	35	35
TRINITY_DN34345_c0_g1_i1	2	0	0	0	1	0	0	0	0
TRINITY_DN131978_c1_g1_i1	233	210	206	1027	356	875	250	164	1173
TRINITY_DN51325_c0_g1_i1	0	7	0	0	3	14	0	5	0
TRINITY_DN194550_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN212918_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN151463_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86090_c0_g2_i1	82	59	42	77	40	49	56	48	59
TRINITY_DN122910_c0_g1_i2	207	276	203	311	169.922	228	223	217	201
TRINITY_DN134052_c2_g16_i1	26	26	18	17	6	21	24	15	23
TRINITY_DN94540_c0_g1_i1	81	57	31	62	62	70	33	56	47
TRINITY_DN113660_c0_g1_i1	69	81	62	149	81	66	53	71	80
TRINITY_DN133336_c22_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN156939_c0_g1_i1	0	2	3	0	1	3	0	1	4
TRINITY_DN30377_c0_g1_i1	4	7	4	5	5	16	3	2	8
TRINITY_DN129185_c2_g2_i1	2.5	2	6	10	2	4.8	2	0	5
TRINITY_DN113284_c0_g1_i1	1.02871	0	0	0	0	6.00956	1.00605	2.00718	1.00774
TRINITY_DN120216_c0_g1_i1	34	38	25	90	39	37	43	61	39
TRINITY_DN126762_c0_g1_i1	116.17	128.021	78.2725	220.287	79.172	97.8718	101.845	76.7607	95.23
TRINITY_DN131875_c1_g1_i1	26	14	23	61	26	15	22	29	31
TRINITY_DN4480_c0_g2_i1	0	17	0	0	7	13	0	3	1
TRINITY_DN52184_c0_g1_i1	2.1036	3	1	4	1	2	1	2	1.06517
TRINITY_DN130893_c6_g1_i1	584.939	257.369	309.84	335.563	126.834	221.771	221.05	258.371	177.486
TRINITY_DN171451_c0_g1_i1	0	6	0	0	1	8	0	0	0
TRINITY_DN118683_c0_g1_i1	1316	1051	1528	2614	1109	1115	1606	1521	1201
TRINITY_DN127172_c6_g2_i1	167.278	167.075	124.369	283.784	122.27	148.179	192.281	117.728	168.262
TRINITY_DN127952_c0_g1_i2	206	189	152	252	136	174	177	209	207
TRINITY_DN131121_c3_g3_i1	34	34	36	44	38	38	35	26	20
TRINITY_DN70363_c0_g2_i1	0	3.5	0	0	0	0	1.55556	1.75	0
TRINITY_DN136334_c3_g1_i1	21	14	20	70	66	45	29	108	67
TRINITY_DN129964_c1_g5_i2	1	2	5	2	4	4	4	3	8
TRINITY_DN136637_c5_g3_i3	16	23	21	53	12	46	30	18	80
TRINITY_DN116522_c0_g2_i1	253	147	373	492	231	243	348	299	143
TRINITY_DN159011_c0_g1_i1	1	19	0	0	2	8	1	6	0
TRINITY_DN62199_c0_g1_i1	0	0	1	0	1	1	1	0	0
TRINITY_DN117685_c0_g1_i1	59.4886	48.6602	55	99.211	51.8969	46	44	28.1417	45
TRINITY_DN163668_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN98505_c0_g3_i1	3	6	6	14	5	5	3	3	3
TRINITY_DN204216_c0_g1_i1	0	13	0	0	3	15	2	6	1
TRINITY_DN111903_c0_g1_i1	0	0	0	1	1	0	0	2	0
TRINITY_DN135455_c2_g18_i1	39.774	64.3746	48.1665	76.2696	13.3036	33.1172	5.94138	19.5446	61.3331
TRINITY_DN22456_c0_g2_i1	0	3	0	0	0	8	0	3	0
TRINITY_DN65699_c0_g2_i1	1	1	5	3	2	3	3	9	6
TRINITY_DN132284_c2_g3_i1	11	24	8	13	20	14	4	7	7
TRINITY_DN67386_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124801_c9_g2_i1	2.23004	1.1041	1.22516	0	3.16599	1.05538	1.06967	0	1.12656
TRINITY_DN173942_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN108499_c0_g1_i1	216.832	232.868	71.6642	193.689	104.26	159	155.948	127	156.794
TRINITY_DN162301_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103410_c0_g3_i1	2	4	0	1	0	1	0	0	98
TRINITY_DN109629_c0_g1_i1	3	4	2	8	2	3	0	1	4
TRINITY_DN101453_c0_g1_i1	0	116.144	0	0	26.1968	119.448	4.36563	42.7773	0
TRINITY_DN214239_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121068_c0_g1_i2	163	160	222	307	225	112	164	130	197
TRINITY_DN125596_c2_g5_i4	121	211	199	361	157	163	207	153	210
TRINITY_DN138193_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129036_c2_g1_i4	1774	2038	1650	3410	1458	2189	1378	1168	1407
TRINITY_DN108327_c0_g1_i1	0	0	0	0	2	2	0	1	0
TRINITY_DN153248_c0_g1_i1	11	5	6	21	7	4	4	4	10
TRINITY_DN25080_c0_g2_i1	5	2	5	8	3	1	3	8	2.56522
TRINITY_DN128348_c7_g1_i1	147	180	143	300	152	164	141	123	190
TRINITY_DN123387_c3_g1_i1	125.596	153.499	125.479	247.915	146.946	136.58	134.915	118.089	145.584
TRINITY_DN213446_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133971_c1_g2_i2	68	72	82	103	77	58	46	92	93
TRINITY_DN19904_c0_g2_i1	0	3	0	0	0	8	0	2	0
TRINITY_DN130737_c0_g1_i3	829.002	824.911	774.056	1162.13	635.446	689.539	751.692	684.276	713.172
TRINITY_DN118667_c1_g1_i2	374	355	268	563	310	283	396	426	387
TRINITY_DN123090_c2_g1_i4	0	6	1	6	7	5	2	4	3
TRINITY_DN48548_c0_g1_i1	0	50	0	0	15	44	7	16	0
TRINITY_DN95655_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN112432_c0_g2_i1	333	268	172	372	199	242	186	160	186
TRINITY_DN116555_c0_g2_i1	17	21	8	20	9	5	11	5	13
TRINITY_DN75256_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136018_c4_g2_i7	105	167	99	264	179	166	150	132	153
TRINITY_DN95482_c0_g1_i1	0	0	2.00678	2	0	2	0	2	0
TRINITY_DN179912_c0_g2_i1	77.9025	27.4919	55.192	30.5264	16.3	29.5683	23.5824	137.373	13.814
TRINITY_DN33726_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN58501_c0_g2_i1	661.715	747.823	297.577	782.515	503.452	509.122	481.514	288.351	623.647
TRINITY_DN129897_c9_g5_i1	62.9065	79.5419	59.1796	130.714	54.0265	50.5336	64.8288	36.7987	65.6422
TRINITY_DN131310_c1_g1_i1	1099	1014	527	929	499	817	578	811	566
TRINITY_DN123936_c6_g7_i4	55	150	61	77	57	67	44	89	57
TRINITY_DN51029_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127570_c0_g2_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN125989_c1_g1_i1	594.991	556.243	750.956	973.082	605.792	600.199	801.471	582.699	708.839
TRINITY_DN34908_c0_g2_i1	1	0	1	0	1	0	0	0	2
TRINITY_DN71911_c0_g3_i1	0	8	0	0	2	5	0	0	0
TRINITY_DN128021_c0_g1_i1	45.3993	42.3737	12.0431	47.3128	22.3246	46.3576	47.4316	46.3487	56.3332
TRINITY_DN121109_c1_g2_i1	78	108	74	177	69	87	106	84	91
TRINITY_DN119039_c0_g5_i1	30	28	19	62	21	26	11	13	17
TRINITY_DN96624_c0_g3_i2	108	86	113	202	132	94	151	118	125
TRINITY_DN123112_c0_g1_i4	60.428	46	21	79.1372	32.1345	43	41	40	47.1148
TRINITY_DN109541_c0_g3_i1	0	0	0	0	2.12575	0	0	0	0
TRINITY_DN129427_c0_g5_i1	0	0.5	0	0	0	0	0	0	0
TRINITY_DN129227_c0_g5_i2	118	109	95	141	87	82	95	73	118
TRINITY_DN124910_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121862_c1_g1_i1	4	2	1	17	2	1	0	7	5
TRINITY_DN19845_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN76411_c0_g1_i1	0	0	0	0	0	0	2	0	0
TRINITY_DN127748_c1_g3_i1	118.245	155.097	160.3	271	95.2673	155	116.687	159	66.928
TRINITY_DN47563_c0_g1_i1	0	30.264	0	0	0	16.7742	1	0	1
TRINITY_DN159079_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN113711_c0_g1_i1	134	45	86	192	50	122	149	191	83
TRINITY_DN161276_c0_g1_i1	46	31	26	44	27	32	51	31	47
TRINITY_DN133625_c0_g1_i1	0	0	6	3	0	1	3	3	2
TRINITY_DN114062_c0_g1_i1	151.709	290.587	142.602	317	122	112	139.061	150.524	129.903
TRINITY_DN21967_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86453_c0_g1_i1	10.6482	8.25508	5.25174	18.3843	11.6882	9.6321	8.75791	4	7.8
TRINITY_DN20309_c0_g1_i1	0	9	0	0	2	8	0	6	0
TRINITY_DN135869_c0_g2_i2	161	234	195	503	226	170	236	194	178
TRINITY_DN25542_c0_g2_i1	3	4	4	9.00468	3	2	7	7	1
TRINITY_DN90124_c0_g1_i1	0	27.9806	0	0	4.73741	18.4276	2	3.73778	0
TRINITY_DN118981_c0_g2_i3	23	15	16	17	5	16	14	19	8
TRINITY_DN111149_c1_g1_i1	8	5	5	10	10	5	4	7	8
TRINITY_DN117406_c0_g2_i3	11	10	10	27	11	13	12	10	15
TRINITY_DN123962_c2_g3_i2	69	32	23	49	26	38	36	34	49
TRINITY_DN21429_c1_g1_i1	0	14	0	0	2	13	0	6	0
TRINITY_DN121553_c2_g3_i2	127	172	112	197	133	125	177	192	157
TRINITY_DN124571_c8_g2_i2	136	170	121	201	82	113	54	99	133
TRINITY_DN127941_c4_g8_i3	0	1	3	7	6	3	18	0	3
TRINITY_DN86689_c0_g3_i1	0	18	0	0	2	16	1	7	0
TRINITY_DN210465_c0_g1_i1	0	12	0	0	0	10	0	5	0
TRINITY_DN195295_c0_g1_i1	27.082	35.2493	14.0435	37.8302	21.3324	24.4627	25	21.5446	29.6654
TRINITY_DN182257_c0_g1_i1	0	9	0	0	1	15	0	2	0
TRINITY_DN22277_c0_g2_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN17783_c0_g1_i1	10	8	16	33	12	9	24	7	5
TRINITY_DN71773_c0_g1_i1	0	0	1	0	1	2	0	0	1
TRINITY_DN194986_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135139_c4_g1_i2	790	1082	813	1455	842	841	911	847	891
TRINITY_DN22552_c0_g2_i1	21.5857	12.6445	11	27.4484	15	14.2178	21.3409	16	10
TRINITY_DN94946_c0_g1_i2	493	506	542	900	458	529	687	773	519
TRINITY_DN209434_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN22130_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN174729_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126436_c0_g1_i2	236.149	104.909	98.8619	144.816	48.0887	89.2208	75.1688	106.327	67.5661
TRINITY_DN76855_c0_g2_i1	19.1922	32.2094	33.0753	65.8356	16.8474	43.7774	23.1475	32.7008	18.2167
TRINITY_DN118932_c0_g1_i1	285	331	289	551	303	341	355	305	266
TRINITY_DN217102_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN209988_c0_g1_i1	0	6	0	0	1	8	0	2	0
TRINITY_DN129615_c2_g3_i1	472	312	194	566	269	247	286	291	257
TRINITY_DN84114_c0_g2_i1	0	14.5887	0	0	5.29383	10.7887	0	0	0
TRINITY_DN133906_c4_g1_i1	13.3699	4.82707	7.15162	12.6511	4.10172	4.55402	3.88257	8.80791	1.23066
TRINITY_DN7934_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130964_c0_g1_i5	28	25	28	48	29	25	33	30	48
TRINITY_DN113008_c0_g1_i4	1	8	6	1	0	1	3	8	4
TRINITY_DN62101_c0_g1_i1	1758	2812	2802	4522	2598	2092	2475	3534	3143
TRINITY_DN129216_c2_g2_i1	15.2071	21.2667	9	17.1776	15.4241	16	9.14646	9	11.1761
TRINITY_DN123188_c6_g1_i1	14	12	9	8	10	16	17	13	14
TRINITY_DN90846_c0_g1_i1	0	22	0	0	1	26	1	9	0
TRINITY_DN123716_c2_g1_i1	0	0	0	0	0	2.90631	0	0	0
TRINITY_DN132580_c2_g2_i1	0.0319772	0	0	0	0.00555339	0.0270061	0.0140443	0.0194668	3
TRINITY_DN126536_c5_g1_i1	411	405	512	786	462	479	436	498	508
TRINITY_DN186724_c0_g1_i1	0	13	0	0	4	12	0	12	0
TRINITY_DN126677_c3_g2_i1	218	275	217	436	246	233	213	181	185
TRINITY_DN193769_c0_g1_i1	0	14	0	0	3	19	1	4	0
TRINITY_DN210445_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN84911_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN176695_c0_g1_i1	4	7	0	0	4	1	7	0	0
TRINITY_DN109398_c0_g2_i2	0	0	0	0	0	0	0	0	0
TRINITY_DN122073_c0_g1_i1	8	0	7	38	8	10	12	203.83	8
TRINITY_DN170190_c0_g1_i1	0	9	0	0	6	8	1	3	0
TRINITY_DN135997_c1_g1_i2	663	871	587	1238	786	727	495	607	587
TRINITY_DN130065_c0_g1_i1	23	27	21	46	22	27	15	19	24
TRINITY_DN126754_c2_g1_i1	149	274	123	423	211	189	181	138	231
TRINITY_DN129568_c0_g2_i4	313	433	367.488	944.974	338	337	302.503	268	513.64
TRINITY_DN158078_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86115_c0_g1_i1	13	18	7	34	18	15	18	18	17
TRINITY_DN114736_c0_g1_i1	67	49	40	107	46	60	37	34	54
TRINITY_DN61629_c0_g2_i1	170.436	112.541	79.2628	160.8	88.242	77.5741	111.877	72.2314	114.159
TRINITY_DN126485_c2_g1_i2	27	6	87	105	19	22	120	13	30
TRINITY_DN202472_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103196_c0_g1_i2	289	316	315	547	246	379	439	414	337
TRINITY_DN106268_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN104757_c0_g1_i1	33.1082	39.5026	24	137.741	37.4846	29.1845	24	46.5343	131.873
TRINITY_DN190927_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134546_c4_g1_i1	11.4536	20.1157	9.937	5.2859	7.06016	6.29796	14.3602	7.93219	0.614329
TRINITY_DN147389_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN170572_c0_g1_i1	0	19	0	0	3	13	1	6	0
TRINITY_DN118503_c0_g1_i1	61	76	103	116	47	46	159	115	105
TRINITY_DN146102_c0_g1_i1	0	0	0	0	2	0	0	1	2
TRINITY_DN183224_c0_g1_i1	0	1	1	2	0	0	0	0	0
TRINITY_DN82685_c0_g1_i1	0	35	0	0	3	28	3	4	0
TRINITY_DN135372_c2_g2_i1	36	62	32	52	36	28	37	7	46
TRINITY_DN96688_c0_g1_i1	63	44	27	58	51	34	40	39	48
TRINITY_DN133336_c12_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119132_c6_g7_i1	259.215	425.42	173.389	350.329	180.89	217.686	300.008	288.889	252.221
TRINITY_DN193524_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133494_c3_g1_i1	207.693	175	117	293.258	123	172	135.621	136	155.387
TRINITY_DN111173_c0_g1_i1	281	242	262	405	201	171	362	354	278
TRINITY_DN113383_c0_g1_i1	3	3	2	59	8	14	6	4	5
TRINITY_DN17405_c0_g2_i1	0	0	0	3.74083	0	0	3.33596	0	0
TRINITY_DN90583_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN115273_c0_g1_i1	0	0	0	0	1	0	0	0	0
TRINITY_DN19209_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN120571_c0_g1_i5	24	22	15	31	25	20	15	24	15
TRINITY_DN132361_c0_g1_i24	248	208	222	409	168	200	189	101	262
TRINITY_DN151107_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134767_c1_g2_i1	5.07141	7.77404	5.87237	0	0	4.89268	3.12212	0	2.45595
TRINITY_DN130138_c1_g3_i1	319.842	310.395	124.724	446.305	217.14	276.655	251.07	346.113	312.719
TRINITY_DN129806_c8_g1_i2	1475	1556	1474	2437	1295.44	1290	1413	1159	1495
TRINITY_DN151420_c0_g1_i1	3	8	7	6	5	4	2	6	4
TRINITY_DN86480_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN155703_c0_g1_i1	0	5	0	0	3	8	0	1	0
TRINITY_DN129920_c0_g2_i4	309	171	294	580	279	260	286	210	450
TRINITY_DN126916_c1_g5_i1	21	38	25	24	22	27	21	15	26
TRINITY_DN124062_c0_g2_i1	1183	1512	1508	3050	1431	1244	1113	965	1032
TRINITY_DN198391_c0_g1_i1	1	0	0	0	0	0	0	0	0
TRINITY_DN125900_c0_g1_i1	17	81	29	47	47	63	24	30	30
TRINITY_DN52485_c0_g1_i1	7	21	14	6	17	0	7	9	14
TRINITY_DN133392_c2_g1_i5	320	309	259	456	311	315	273	305	377
TRINITY_DN132741_c0_g1_i1	57.3288	22	46	172	77	98.1926	32	37	180
TRINITY_DN129843_c1_g4_i1	26	25	10	33	14	22	19	20	24
TRINITY_DN111843_c0_g1_i1	10	3	22	25	7	1	4	3	16
TRINITY_DN135643_c4_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN41034_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN212940_c0_g1_i1	0	0	1	1	2	1	5	1	0
TRINITY_DN135333_c1_g2_i1	0	5	2	1	3	2	1	5	0
TRINITY_DN165511_c0_g1_i1	14	7	8	12	13	7	3	7	9
TRINITY_DN124855_c0_g9_i1	87.8147	76.2614	66.4452	84.9053	72.019	55.9673	97.7423	84.0071	64.1945
TRINITY_DN68733_c0_g2_i1	40.3071	0	32.2923	32.6065	0	51.0069	12.8126	54.039	101.747
TRINITY_DN117546_c0_g1_i1	10	8	3	6	5	5	4	5	8
TRINITY_DN94654_c0_g1_i1	25.7352	36.8651	24.9994	31.1012	21.8473	15.838	20.6739	20.6368	12.8433
TRINITY_DN131243_c0_g3_i2	1	1	4	4	2	0	3	3	5
TRINITY_DN61324_c0_g2_i1	0.967813	0	0	2.94064	0	6.82637	0.951399	4.88912	2.96977
TRINITY_DN133276_c0_g2_i3	3345.97	2546.89	3074.96	4543.97	2167	2064.96	3112	1998.9	2464.97
TRINITY_DN148833_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128652_c2_g1_i3	638	840	727	1357	708	781	748	761	655
TRINITY_DN129904_c0_g3_i1	0	0	0	1.02048	0	0	0	0	2
TRINITY_DN52336_c0_g1_i1	17.62	30.9951	6.53175	13.0712	13.9552	13.088	20.583	29.0346	14.3123
TRINITY_DN107842_c0_g1_i3	1	0	0	0	0	0	2	5	1
TRINITY_DN126452_c0_g3_i2	63	53	29	70	40	48	41	32	67
TRINITY_DN126380_c8_g3_i3	47	65	18	82	56	48	39	39	41
TRINITY_DN95965_c0_g1_i1	0	13	6	9	11	13	3	6	8
TRINITY_DN121697_c0_g2_i1	2.0996	2.0108	7.22427	4.37047	4.50188	2.18623	2.06977	1.03012	1.0113
TRINITY_DN126715_c0_g1_i1	0	103	0	2	28	96	3	34	0
TRINITY_DN89719_c0_g1_i1	1	3	2	3	0	2	1	1	1
TRINITY_DN134088_c2_g3_i2	191.681	242.24	182.939	281.489	174.775	176.978	224.296	200.268	222.973
TRINITY_DN87976_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103602_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN215308_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128123_c2_g2_i2	8	4	3	6	14	7	5	9	7
TRINITY_DN134701_c4_g2_i1	2	25	30	27	12	12	15	23	12
TRINITY_DN25840_c0_g1_i1	0	11	0	0	4	15	0	7	0
TRINITY_DN135198_c0_g4_i3	12	57	1	2	24	62	29	19	14
TRINITY_DN22745_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129177_c1_g2_i1	32.1891	49	44	68	51	55.3172	40	42	53
TRINITY_DN99360_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127828_c0_g1_i1	171	85	123	307	120	91	118	117	160
TRINITY_DN89910_c0_g1_i1	0	174	0	0	52	166	11	58	0
TRINITY_DN132578_c3_g1_i1	0	2	1	5	2	4	1	0	6
TRINITY_DN90170_c0_g5_i1	0	42	1	0	11	45	3	17	0
TRINITY_DN127692_c0_g3_i1	323.213	89.7115	220.739	405.138	57.282	94.4944	296.553	92.072	69.2105
TRINITY_DN135770_c7_g2_i1	4	5	4	4	1	5	2	6	6
TRINITY_DN186216_c0_g1_i1	0	0	0	0	0	2	0	0	0
TRINITY_DN128172_c3_g5_i1	1441	1940	2426	3924	2077	1964	2952	2350	2143
TRINITY_DN76486_c0_g2_i1	0	17.2127	0	0	5	10.3644	0	1.54716	0
TRINITY_DN111749_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131765_c0_g1_i1	30	51	13	33	29	43	32	37	22
TRINITY_DN141592_c0_g1_i1	7	2	3	10	12	6	1	5	9
TRINITY_DN133961_c2_g6_i1	191.901	113.08	82.4806	170.986	96.2771	98.7069	90.4176	82.3479	124.532
TRINITY_DN171458_c0_g1_i1	0	0	0	0	0	0	0	3	1
TRINITY_DN23668_c0_g1_i1	0	2	4	7	4	0	1	2	0
TRINITY_DN41677_c0_g2_i1	58.3559	83.1904	9.25838	100.487	61.9184	11.7772	15.6189	63.6872	23.6272
TRINITY_DN135014_c3_g1_i2	1459	2780	2736	3931.99	2274	2160	2785	3817.99	2536
TRINITY_DN130517_c0_g2_i1	0	0	1	4	1	0	0	2	4
TRINITY_DN120689_c1_g2_i1	2	1	0	1	0	1	0	0	2
TRINITY_DN112763_c0_g2_i1	126	127	67	162	93	108	134	126	113
TRINITY_DN81837_c0_g2_i1	0	2.2314	0	0	0	10.4939	0	2.15009	0
TRINITY_DN128212_c4_g5_i2	18	22	18	43	21	7	19	13	28
TRINITY_DN64507_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135034_c4_g2_i1	153	202	195	236	170	171	178	58	247
TRINITY_DN128067_c1_g4_i1	227	265	161	302	219	217	201	176	240
TRINITY_DN132433_c1_g3_i2	162	165	214	300	173	181	220	188	186
TRINITY_DN134661_c0_g1_i3	4.26317	8.64816	174	131.685	158.968	186.973	15	33.3909	84
TRINITY_DN126314_c4_g1_i1	881	813	375	1025	553	825	550	658	910
TRINITY_DN123414_c0_g1_i3	78.0839	101.784	80.5993	226.12	114.643	85.3473	61.3069	56.1616	121.427
TRINITY_DN114819_c0_g1_i3	1426	1565	2140	2050	1221	1130	2204	1710	765
TRINITY_DN115222_c0_g1_i1	6	13	11	10	11	8	1	6	13
TRINITY_DN131576_c1_g1_i6	7	0	1	5	8	4	5	0	3
TRINITY_DN126884_c4_g1_i1	269.898	295.578	153.464	318.107	205.013	189.127	174.374	209.876	221.932
TRINITY_DN81006_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133103_c1_g3_i4	232.684	314.132	266.646	344.348	235.268	260.291	345.216	302.638	388.496
TRINITY_DN133420_c3_g2_i1	942	903	978	2132	911	835	1161	923	1181
TRINITY_DN21954_c0_g2_i1	0	12	0	0	6	22	2	5	0
TRINITY_DN131885_c2_g7_i1	141.232	167.243	102.489	185.186	99.111	119.92	119.473	125.089	111.225
TRINITY_DN48412_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN109331_c0_g1_i1	208	296	232	354	186	190	251	311	279
TRINITY_DN109608_c0_g1_i1	2	1	0	1	0	3	3	4	2
TRINITY_DN135355_c2_g2_i4	42.608	65.0886	34	72.8277	56	91.2231	53	162	127.305
