log2PRKM	Sex	Bias
-0.9978608086	"meanfemale"	"male"
0.4838053228	"meanfemale"	"male"
0.5706949406	"meanfemale"	"male"
2.0526300162	"meanfemale"	"male"
0.2857639094	"meanfemale"	"male"
0.2337728718	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4391939434	"meanfemale"	"male"
0.4290971476	"meanfemale"	"male"
-0.011720265	"meanfemale"	"male"
0.9937434358	"meanfemale"	"male"
0.414308864	"meanfemale"	"male"
0.705800141	"meanfemale"	"male"
0.8462885956	"meanfemale"	"male"
-0.1170651622	"meanfemale"	"male"
0.0413203498	"meanfemale"	"male"
0.170296639	"meanfemale"	"male"
-0.2171730382	"meanfemale"	"male"
2.2480250624	"meanfemale"	"male"
0.0671786818	"meanfemale"	"male"
0.8256510446	"meanfemale"	"male"
-0.7048829114	"meanfemale"	"male"
-0.1606866574	"meanfemale"	"male"
0.4936661894	"meanfemale"	"male"
-0.9589912226	"meanfemale"	"male"
0.0043601914	"meanfemale"	"male"
0.6835400502	"meanfemale"	"male"
0.776116887	"meanfemale"	"male"
0.008151479	"meanfemale"	"male"
0.0062005214	"meanfemale"	"male"
0.2417157706	"meanfemale"	"male"
-0.1048165678	"meanfemale"	"male"
NA	"meanfemale"	"male"
3.0136450724	"meanfemale"	"male"
-0.194581631	"meanfemale"	"male"
-0.063466109	"meanfemale"	"male"
1.5483389614	"meanfemale"	"male"
-0.2995299408	"meanfemale"	"male"
1.248599811	"meanfemale"	"male"
-0.5529107024	"meanfemale"	"male"
0.4939166868	"meanfemale"	"male"
-0.1962273444	"meanfemale"	"male"
0.916021926	"meanfemale"	"male"
0.5699943658	"meanfemale"	"male"
-0.0454255544	"meanfemale"	"male"
0.7099346298	"meanfemale"	"male"
-0.0790360108	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2860674156	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2061963322	"meanfemale"	"male"
2.3126745838	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2600167222	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4025686346	"meanfemale"	"male"
-0.1832621774	"meanfemale"	"male"
-0.271951177	"meanfemale"	"male"
0.1625203638	"meanfemale"	"male"
0.2435298048	"meanfemale"	"male"
-0.1561592212	"meanfemale"	"male"
1.0434372194	"meanfemale"	"male"
0.856930057	"meanfemale"	"male"
0.2250060674	"meanfemale"	"male"
0.986365162	"meanfemale"	"male"
1.0825070414	"meanfemale"	"male"
-0.000750242799999998	"meanfemale"	"male"
0.6015217076	"meanfemale"	"male"
0.792405452	"meanfemale"	"male"
0.049079307	"meanfemale"	"male"
-0.2739892942	"meanfemale"	"male"
0.8034899796	"meanfemale"	"male"
0.074903381	"meanfemale"	"male"
0.5774613066	"meanfemale"	"male"
-0.0023275128	"meanfemale"	"male"
1.0465422664	"meanfemale"	"male"
-0.730317566	"meanfemale"	"male"
0.4407443426	"meanfemale"	"male"
0.5754686608	"meanfemale"	"male"
0.3669662464	"meanfemale"	"male"
1.1995849608	"meanfemale"	"male"
0.8807167456	"meanfemale"	"male"
0.2763686368	"meanfemale"	"male"
0.9407823786	"meanfemale"	"male"
-0.0370423442	"meanfemale"	"male"
1.3207328414	"meanfemale"	"male"
1.0128219444	"meanfemale"	"male"
-0.443941156	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1422385758	"meanfemale"	"male"
-0.0522641212	"meanfemale"	"male"
0.2071544038	"meanfemale"	"male"
-0.2870459788	"meanfemale"	"male"
2.4312038922	"meanfemale"	"male"
1.0706984244	"meanfemale"	"male"
0.4101721804	"meanfemale"	"male"
-1.0506078518	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2925201634	"meanfemale"	"male"
0.117726366	"meanfemale"	"male"
-0.5305499504	"meanfemale"	"male"
0.0103928388	"meanfemale"	"male"
0.2630974716	"meanfemale"	"male"
-0.6565563756	"meanfemale"	"male"
0.5155554634	"meanfemale"	"male"
1.041445627	"meanfemale"	"male"
0.3636593432	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.4806239132	"meanfemale"	"male"
-0.0871328932	"meanfemale"	"male"
0.519493601	"meanfemale"	"male"
1.057315863	"meanfemale"	"male"
0.2463974676	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2978540746	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.02712649	"meanfemale"	"male"
3.057763898	"meanfemale"	"male"
0.283252112	"meanfemale"	"male"
0.2426759272	"meanfemale"	"male"
-1.2540119824	"meanfemale"	"male"
0.2356946764	"meanfemale"	"male"
1.0075633684	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2206211928	"meanfemale"	"male"
0.9628760988	"meanfemale"	"male"
0.2692659526	"meanfemale"	"male"
-0.3195090796	"meanfemale"	"male"
-0.1793511632	"meanfemale"	"male"
-0.1527863824	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0109682538	"meanfemale"	"male"
-0.2110506256	"meanfemale"	"male"
0.8512088268	"meanfemale"	"male"
-0.5388876882	"meanfemale"	"male"
0.709228531	"meanfemale"	"male"
-1.2994241312	"meanfemale"	"male"
1.436268873	"meanfemale"	"male"
0.7694686794	"meanfemale"	"male"
0.452234057	"meanfemale"	"male"
-0.3506472726	"meanfemale"	"male"
0.5180731362	"meanfemale"	"male"
1.460591054	"meanfemale"	"male"
0.4125596346	"meanfemale"	"male"
2.0168496114	"meanfemale"	"male"
-0.2606878564	"meanfemale"	"male"
0.1291872034	"meanfemale"	"male"
0.223109157	"meanfemale"	"male"
-0.224414879	"meanfemale"	"male"
-0.4092943806	"meanfemale"	"male"
-0.7161509762	"meanfemale"	"male"
-0.2810717128	"meanfemale"	"male"
0.1213466028	"meanfemale"	"male"
-0.2314572834	"meanfemale"	"male"
0.9029493244	"meanfemale"	"male"
2.5316548282	"meanfemale"	"male"
NA	"meanfemale"	"male"
2.1248984958	"meanfemale"	"male"
1.9897828954	"meanfemale"	"male"
-0.264325017	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1394683178	"meanfemale"	"male"
0.3105600904	"meanfemale"	"male"
1.8652145786	"meanfemale"	"male"
-0.4381327694	"meanfemale"	"male"
0.8242614264	"meanfemale"	"male"
1.074832705	"meanfemale"	"male"
1.2586370936	"meanfemale"	"male"
0.136138758	"meanfemale"	"male"
-0.3317259228	"meanfemale"	"male"
1.1110751332	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.444293843	"meanfemale"	"male"
0.344310769	"meanfemale"	"male"
0.740922751	"meanfemale"	"male"
0.2634068206	"meanfemale"	"male"
0.3257128314	"meanfemale"	"male"
0.0685326976	"meanfemale"	"male"
-0.5126289478	"meanfemale"	"male"
-0.5676046638	"meanfemale"	"male"
-0.6727635334	"meanfemale"	"male"
1.1400681142	"meanfemale"	"male"
0.699393116	"meanfemale"	"male"
0.577122632	"meanfemale"	"male"
-0.7949007676	"meanfemale"	"male"
0.7036925112	"meanfemale"	"male"
-0.431461679	"meanfemale"	"male"
1.7823662534	"meanfemale"	"male"
-0.1841366596	"meanfemale"	"male"
-1.0464892558	"meanfemale"	"male"
-0.2622186184	"meanfemale"	"male"
0.7666241784	"meanfemale"	"male"
1.096168654	"meanfemale"	"male"
0.9173952484	"meanfemale"	"male"
0.0229982442	"meanfemale"	"male"
-0.32593868	"meanfemale"	"male"
-0.0701168502	"meanfemale"	"male"
1.2897905656	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.117396913	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.3517297296	"meanfemale"	"male"
-0.854363561	"meanfemale"	"male"
0.9545171932	"meanfemale"	"male"
0.0401530128	"meanfemale"	"male"
0.4513381236	"meanfemale"	"male"
-0.483159505	"meanfemale"	"male"
-0.3833520478	"meanfemale"	"male"
0.4459118432	"meanfemale"	"male"
0.3895314254	"meanfemale"	"male"
0.3598801686	"meanfemale"	"male"
0.0244822534	"meanfemale"	"male"
0.9786284638	"meanfemale"	"male"
-0.3012048744	"meanfemale"	"male"
1.1318093454	"meanfemale"	"male"
0.6018435782	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.4470817174	"meanfemale"	"male"
0.192470627	"meanfemale"	"male"
0.523422118	"meanfemale"	"male"
2.945839266	"meanfemale"	"male"
-0.1870624164	"meanfemale"	"male"
0.2807641954	"meanfemale"	"male"
-0.1890036702	"meanfemale"	"male"
0.0629785564	"meanfemale"	"male"
-0.220923697	"meanfemale"	"male"
-0.3398613286	"meanfemale"	"male"
-0.7018078068	"meanfemale"	"male"
0.5357855956	"meanfemale"	"male"
0.7321199482	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4820412938	"meanfemale"	"male"
1.3025324792	"meanfemale"	"male"
1.286352653	"meanfemale"	"male"
-0.5637082502	"meanfemale"	"male"
0.9060951678	"meanfemale"	"male"
-0.67888305	"meanfemale"	"male"
-0.4899463126	"meanfemale"	"male"
0.7772584672	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4628323634	"meanfemale"	"male"
0.3186975494	"meanfemale"	"male"
-0.3304007912	"meanfemale"	"male"
-0.1769764812	"meanfemale"	"male"
0.1398700102	"meanfemale"	"male"
0.188359877	"meanfemale"	"male"
1.474689709	"meanfemale"	"male"
-0.0501930908	"meanfemale"	"male"
-0.6443063992	"meanfemale"	"male"
0.2314277658	"meanfemale"	"male"
0.1199349022	"meanfemale"	"male"
-0.4578679884	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.4232858708	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.554893586	"meanfemale"	"male"
-0.6744711204	"meanfemale"	"male"
0.1720991212	"meanfemale"	"male"
0.3003337204	"meanfemale"	"male"
0.537130191	"meanfemale"	"male"
-0.6153189194	"meanfemale"	"male"
2.878506622	"meanfemale"	"male"
-0.619508167	"meanfemale"	"male"
0.6611203888	"meanfemale"	"male"
0.0626764284	"meanfemale"	"male"
0.5904535804	"meanfemale"	"male"
-0.1895130112	"meanfemale"	"male"
0.3414461508	"meanfemale"	"male"
1.4186503746	"meanfemale"	"male"
1.3846283882	"meanfemale"	"male"
-0.014423605	"meanfemale"	"male"
0.378000227	"meanfemale"	"male"
0.3550447036	"meanfemale"	"male"
1.3630866602	"meanfemale"	"male"
1.0730515068	"meanfemale"	"male"
0.1516942734	"meanfemale"	"male"
-0.4489937714	"meanfemale"	"male"
0.8222835526	"meanfemale"	"male"
-0.1622462194	"meanfemale"	"male"
-0.1636454946	"meanfemale"	"male"
0.1811313042	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1278300034	"meanfemale"	"male"
-0.8482324696	"meanfemale"	"male"
-0.4811898046	"meanfemale"	"male"
-0.354704601	"meanfemale"	"male"
-0.4166399768	"meanfemale"	"male"
0.1953285608	"meanfemale"	"male"
-0.2379094782	"meanfemale"	"male"
-0.7982444082	"meanfemale"	"male"
0.0123244648	"meanfemale"	"male"
-0.1710311552	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.6842584452	"meanfemale"	"male"
-0.1540573936	"meanfemale"	"male"
0.4159209626	"meanfemale"	"male"
0.5629448726	"meanfemale"	"male"
-0.2194509504	"meanfemale"	"male"
-0.4379181812	"meanfemale"	"male"
-0.1616190938	"meanfemale"	"male"
0.5754094346	"meanfemale"	"male"
0.9372213524	"meanfemale"	"male"
0.0688131646	"meanfemale"	"male"
0.317012963	"meanfemale"	"male"
-0.2268604752	"meanfemale"	"male"
-0.185010213	"meanfemale"	"male"
0.2006534344	"meanfemale"	"male"
1.0008653468	"meanfemale"	"male"
-0.097198915	"meanfemale"	"male"
-0.5154951966	"meanfemale"	"male"
-0.6136644626	"meanfemale"	"male"
-0.928178812	"meanfemale"	"male"
-0.7331592554	"meanfemale"	"male"
-0.5546226914	"meanfemale"	"male"
-0.3866475176	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.1338313682	"meanfemale"	"male"
-0.3226341536	"meanfemale"	"male"
-0.1739091224	"meanfemale"	"male"
0.4947008576	"meanfemale"	"male"
-0.0377477836	"meanfemale"	"male"
0.173732382	"meanfemale"	"male"
-0.4850805708	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.01185979	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.168709111	"meanfemale"	"male"
1.6274798894	"meanfemale"	"male"
1.3929509194	"meanfemale"	"male"
1.1048312482	"meanfemale"	"male"
0.0525559678	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4806578344	"meanfemale"	"male"
1.1446841904	"meanfemale"	"male"
0.1317055138	"meanfemale"	"male"
0.3837319674	"meanfemale"	"male"
NA	"meanfemale"	"male"
-1.131460794	"meanfemale"	"male"
0.1432460114	"meanfemale"	"male"
0.2855650388	"meanfemale"	"male"
0.4506929344	"meanfemale"	"male"
-0.5116875058	"meanfemale"	"male"
-0.2110268398	"meanfemale"	"male"
0.2848836226	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.5019936662	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.395450382	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.7360338276	"meanfemale"	"male"
-0.1156801968	"meanfemale"	"male"
0.8397603878	"meanfemale"	"male"
-0.0521857218	"meanfemale"	"male"
2.8718734138	"meanfemale"	"male"
0.306795438	"meanfemale"	"male"
0.723021236	"meanfemale"	"male"
0.7574841946	"meanfemale"	"male"
-0.2990380094	"meanfemale"	"male"
0.28264001	"meanfemale"	"male"
NA	"meanfemale"	"male"
2.8864118682	"meanfemale"	"male"
0.0851882378	"meanfemale"	"male"
-0.9534443704	"meanfemale"	"male"
-0.131522997	"meanfemale"	"male"
-0.1272142416	"meanfemale"	"male"
-0.8350722202	"meanfemale"	"male"
-0.6429710048	"meanfemale"	"male"
-1.2435678256	"meanfemale"	"male"
-0.787146936	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.7844780226	"meanfemale"	"male"
0.134209675	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.057396281	"meanfemale"	"male"
-0.0275638046	"meanfemale"	"male"
1.2255292034	"meanfemale"	"male"
-0.875380508	"meanfemale"	"male"
-0.2845351932	"meanfemale"	"male"
-0.5415869256	"meanfemale"	"male"
0.5156323514	"meanfemale"	"male"
-0.0622223826	"meanfemale"	"male"
0.2362221816	"meanfemale"	"male"
-0.0520057646	"meanfemale"	"male"
0.5770778266	"meanfemale"	"male"
0.3758952052	"meanfemale"	"male"
1.0094204716	"meanfemale"	"male"
-0.4076677296	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1672245072	"meanfemale"	"male"
0.0722605716	"meanfemale"	"male"
-0.2201972232	"meanfemale"	"male"
0.4235055184	"meanfemale"	"male"
0.7211212544	"meanfemale"	"male"
0.1179546746	"meanfemale"	"male"
-0.1468975308	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.0722675498	"meanfemale"	"male"
-0.3960854454	"meanfemale"	"male"
-0.593549057	"meanfemale"	"male"
-0.7587802536	"meanfemale"	"male"
0.7241459122	"meanfemale"	"male"
0.0986590312	"meanfemale"	"male"
0.7031221982	"meanfemale"	"male"
2.578239304	"meanfemale"	"male"
0.4219956404	"meanfemale"	"male"
-0.6279727372	"meanfemale"	"male"
0.149817324	"meanfemale"	"male"
0.716563832	"meanfemale"	"male"
0.7279705694	"meanfemale"	"male"
-0.1919334026	"meanfemale"	"male"
0.7877364954	"meanfemale"	"male"
-0.4549510304	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.5220044624	"meanfemale"	"male"
-0.1693448342	"meanfemale"	"male"
-0.1987463652	"meanfemale"	"male"
-0.0523107332	"meanfemale"	"male"
-0.1788622918	"meanfemale"	"male"
1.748810369	"meanfemale"	"male"
0.3958194746	"meanfemale"	"male"
-0.00498939779999999	"meanfemale"	"male"
-0.3519799576	"meanfemale"	"male"
-0.1099409384	"meanfemale"	"male"
0.747012207	"meanfemale"	"male"
-0.28275029	"meanfemale"	"male"
1.121869528	"meanfemale"	"male"
1.624149119	"meanfemale"	"male"
-0.0776915362	"meanfemale"	"male"
0.2660371278	"meanfemale"	"male"
0.8544718608	"meanfemale"	"male"
0.7961862224	"meanfemale"	"male"
0.2795919776	"meanfemale"	"male"
0.2171086274	"meanfemale"	"male"
0.77480059	"meanfemale"	"male"
0.2883619236	"meanfemale"	"male"
0.6526859614	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1671162026	"meanfemale"	"male"
1.0922316242	"meanfemale"	"male"
0.46795416	"meanfemale"	"male"
0.7831169304	"meanfemale"	"male"
0.4263658652	"meanfemale"	"male"
0.0122979806	"meanfemale"	"male"
-0.3848491734	"meanfemale"	"male"
-0.6382848316	"meanfemale"	"male"
-0.6858902676	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.2242760382	"meanfemale"	"male"
-0.1091515562	"meanfemale"	"male"
0.2483762002	"meanfemale"	"male"
-0.5279346704	"meanfemale"	"male"
3.0737741242	"meanfemale"	"male"
-0.1828631934	"meanfemale"	"male"
-0.4028795872	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.687373911	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.563526071	"meanfemale"	"male"
-0.609432103	"meanfemale"	"male"
0.1041621956	"meanfemale"	"male"
0.0937153298	"meanfemale"	"male"
0.0696573128	"meanfemale"	"male"
1.321560753	"meanfemale"	"male"
0.7836109276	"meanfemale"	"male"
-0.3594242652	"meanfemale"	"male"
0.2426018564	"meanfemale"	"male"
0.3210431672	"meanfemale"	"male"
1.187982863	"meanfemale"	"male"
-0.3071965802	"meanfemale"	"male"
-0.1510586566	"meanfemale"	"male"
0.0927614768	"meanfemale"	"male"
-0.5685472768	"meanfemale"	"male"
0.4556865366	"meanfemale"	"male"
-0.0167426186	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.1293099162	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0636630886	"meanfemale"	"male"
0.3939368744	"meanfemale"	"male"
-0.2641727268	"meanfemale"	"male"
-0.4810745824	"meanfemale"	"male"
-0.1214071432	"meanfemale"	"male"
-0.7746034414	"meanfemale"	"male"
-0.3706530704	"meanfemale"	"male"
0.2471380886	"meanfemale"	"male"
-0.1098508204	"meanfemale"	"male"
2.6397575426	"meanfemale"	"male"
-0.4989013092	"meanfemale"	"male"
-0.1903272042	"meanfemale"	"male"
0.7312018592	"meanfemale"	"male"
0.9613682516	"meanfemale"	"male"
-0.2081238416	"meanfemale"	"male"
0.3960383096	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.314193485	"meanfemale"	"male"
0.4965334668	"meanfemale"	"male"
-0.2091810446	"meanfemale"	"male"
0.0952897662	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2162840832	"meanfemale"	"male"
0.5955331374	"meanfemale"	"male"
-0.2767336246	"meanfemale"	"male"
1.4477634942	"meanfemale"	"male"
1.3352408032	"meanfemale"	"male"
0.243778493	"meanfemale"	"male"
0.1470524066	"meanfemale"	"male"
0.1074468828	"meanfemale"	"male"
0.7923136946	"meanfemale"	"male"
0.5287454612	"meanfemale"	"male"
-0.1349628856	"meanfemale"	"male"
0.55729134	"meanfemale"	"male"
0.3869970336	"meanfemale"	"male"
0.051021837	"meanfemale"	"male"
-1.014232704	"meanfemale"	"male"
0.3579657412	"meanfemale"	"male"
-0.6048010538	"meanfemale"	"male"
-0.2366439182	"meanfemale"	"male"
0.0503072654	"meanfemale"	"male"
0.929943536	"meanfemale"	"male"
-0.1947272144	"meanfemale"	"male"
-0.3513137236	"meanfemale"	"male"
0.28895018	"meanfemale"	"male"
-0.645592932	"meanfemale"	"male"
1.8008332014	"meanfemale"	"male"
-0.8810452628	"meanfemale"	"male"
0.1116156098	"meanfemale"	"male"
-0.6775989474	"meanfemale"	"male"
-0.1239568848	"meanfemale"	"male"
1.9307267914	"meanfemale"	"male"
0.694326284	"meanfemale"	"male"
0.3918023554	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2226397326	"meanfemale"	"male"
-0.6529824262	"meanfemale"	"male"
1.297066753	"meanfemale"	"male"
0.4415722758	"meanfemale"	"male"
-0.350574619	"meanfemale"	"male"
0.0917918416	"meanfemale"	"male"
-0.6024232572	"meanfemale"	"male"
0.8634972324	"meanfemale"	"male"
0.451814245	"meanfemale"	"male"
1.1295228048	"meanfemale"	"male"
1.202548779	"meanfemale"	"male"
0.1086287488	"meanfemale"	"male"
0.7697734826	"meanfemale"	"male"
0.6424564306	"meanfemale"	"male"
3.5154842646	"meanfemale"	"male"
3.1617926532	"meanfemale"	"male"
-0.5843029758	"meanfemale"	"male"
0.5810897164	"meanfemale"	"male"
0.1401873322	"meanfemale"	"male"
-0.9653880324	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1084094666	"meanfemale"	"male"
0.5237152724	"meanfemale"	"male"
0.1245580076	"meanfemale"	"male"
-0.5064760314	"meanfemale"	"male"
-0.6611944842	"meanfemale"	"male"
-0.4873131712	"meanfemale"	"male"
1.2987868152	"meanfemale"	"male"
1.7511001764	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.363675907	"meanfemale"	"male"
0.3853734996	"meanfemale"	"male"
-0.0828230268	"meanfemale"	"male"
-0.5118013076	"meanfemale"	"male"
0.4006141046	"meanfemale"	"male"
-0.3533191032	"meanfemale"	"male"
-0.112106086	"meanfemale"	"male"
0.3529363076	"meanfemale"	"male"
-0.7603573392	"meanfemale"	"male"
0.6308233068	"meanfemale"	"male"
-0.4141829814	"meanfemale"	"male"
2.3613318776	"meanfemale"	"male"
0.2159047804	"meanfemale"	"male"
-0.1744485754	"meanfemale"	"male"
-0.1641198534	"meanfemale"	"male"
-0.3892563064	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.086505052	"meanfemale"	"male"
-0.6063560618	"meanfemale"	"male"
1.4933928296	"meanfemale"	"male"
1.2821327532	"meanfemale"	"male"
-0.3322961856	"meanfemale"	"male"
-0.3791023912	"meanfemale"	"male"
0.109927593	"meanfemale"	"male"
-0.1052374176	"meanfemale"	"male"
0.4649760984	"meanfemale"	"male"
0.1048882032	"meanfemale"	"male"
0.2143556018	"meanfemale"	"male"
-0.0966326074	"meanfemale"	"male"
-0.1098946008	"meanfemale"	"male"
0.7148938024	"meanfemale"	"male"
0.3378349174	"meanfemale"	"male"
-0.00776725299999997	"meanfemale"	"male"
0.0648005186	"meanfemale"	"male"
0.5871438482	"meanfemale"	"male"
-0.781160582	"meanfemale"	"male"
-1.0472853736	"meanfemale"	"male"
1.4189966016	"meanfemale"	"male"
-0.2592780074	"meanfemale"	"male"
0.2087272854	"meanfemale"	"male"
-0.0280011208	"meanfemale"	"male"
-0.4455710552	"meanfemale"	"male"
0.4998070604	"meanfemale"	"male"
0.0771442254	"meanfemale"	"male"
0.6089962706	"meanfemale"	"male"
1.1962787604	"meanfemale"	"male"
-0.3195537268	"meanfemale"	"male"
0.8823661772	"meanfemale"	"male"
0.218315265	"meanfemale"	"male"
0.6483346258	"meanfemale"	"male"
-0.7647031688	"meanfemale"	"male"
0.557501106	"meanfemale"	"male"
-1.0616607252	"meanfemale"	"male"
-0.0297962048	"meanfemale"	"male"
0.2345770624	"meanfemale"	"male"
0.998896595	"meanfemale"	"male"
-0.5854236198	"meanfemale"	"male"
-0.1181512646	"meanfemale"	"male"
0.3028853888	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.0289987056	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.528244074	"meanfemale"	"male"
-0.578073866	"meanfemale"	"male"
0.6334570102	"meanfemale"	"male"
-0.3481374684	"meanfemale"	"male"
0.222183498	"meanfemale"	"male"
-0.5892145534	"meanfemale"	"male"
NA	"meanfemale"	"male"
2.171133207	"meanfemale"	"male"
0.2958958436	"meanfemale"	"male"
-0.5176952312	"meanfemale"	"male"
0.2894285208	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3786177292	"meanfemale"	"male"
-1.0075100026	"meanfemale"	"male"
-0.7244322576	"meanfemale"	"male"
0.0404310916	"meanfemale"	"male"
2.7181404166	"meanfemale"	"male"
-0.5703286818	"meanfemale"	"male"
0.2266751178	"meanfemale"	"male"
0.6251356624	"meanfemale"	"male"
0.7378873794	"meanfemale"	"male"
-0.1300719666	"meanfemale"	"male"
0.666265243	"meanfemale"	"male"
0.557286889	"meanfemale"	"male"
0.443442828	"meanfemale"	"male"
0.1122229726	"meanfemale"	"male"
0.5974294902	"meanfemale"	"male"
0.7731263098	"meanfemale"	"male"
0.4641775648	"meanfemale"	"male"
0.582354503	"meanfemale"	"male"
0.4410771174	"meanfemale"	"male"
-0.6461423262	"meanfemale"	"male"
0.1558596824	"meanfemale"	"male"
-0.372836005	"meanfemale"	"male"
0.0521284774	"meanfemale"	"male"
-0.2121053628	"meanfemale"	"male"
1.6596000748	"meanfemale"	"male"
-0.394593069	"meanfemale"	"male"
0.1897152102	"meanfemale"	"male"
0.8934778938	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.827640306	"meanfemale"	"male"
0.3926068618	"meanfemale"	"male"
-0.0338456618	"meanfemale"	"male"
0.0296954712	"meanfemale"	"male"
2.5785420924	"meanfemale"	"male"
2.7859405906	"meanfemale"	"male"
0.7966186784	"meanfemale"	"male"
-0.2601208494	"meanfemale"	"male"
-0.152372616	"meanfemale"	"male"
-0.3683939582	"meanfemale"	"male"
-0.4546884124	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.271601546	"meanfemale"	"male"
0.130818755	"meanfemale"	"male"
-0.4248560446	"meanfemale"	"male"
-0.028242161	"meanfemale"	"male"
0.3353459854	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.9489784306	"meanfemale"	"male"
1.0389902026	"meanfemale"	"male"
0.329841459	"meanfemale"	"male"
-0.6110235898	"meanfemale"	"male"
-0.3041150706	"meanfemale"	"male"
0.4879596444	"meanfemale"	"male"
0.6005586018	"meanfemale"	"male"
-1.0636403008	"meanfemale"	"male"
-0.00712417419999999	"meanfemale"	"male"
-0.422023875	"meanfemale"	"male"
0.4438540042	"meanfemale"	"male"
-0.375640698	"meanfemale"	"male"
1.428580162	"meanfemale"	"male"
-0.3572962662	"meanfemale"	"male"
-0.4133760578	"meanfemale"	"male"
0.8552149964	"meanfemale"	"male"
0.045714572	"meanfemale"	"male"
-0.644555067	"meanfemale"	"male"
0.6461285092	"meanfemale"	"male"
-0.45558927	"meanfemale"	"male"
-0.9668256386	"meanfemale"	"male"
-0.0479077568	"meanfemale"	"male"
1.8793720926	"meanfemale"	"male"
0.997112088	"meanfemale"	"male"
0.0710748548	"meanfemale"	"male"
-0.3652965084	"meanfemale"	"male"
0.6631504432	"meanfemale"	"male"
-0.2066498544	"meanfemale"	"male"
0.0544566822	"meanfemale"	"male"
-0.507431655	"meanfemale"	"male"
-0.122522722	"meanfemale"	"male"
0.3503530388	"meanfemale"	"male"
0.0482626884	"meanfemale"	"male"
-0.2463305478	"meanfemale"	"male"
0.9659223948	"meanfemale"	"male"
0.3165715532	"meanfemale"	"male"
-0.3710898576	"meanfemale"	"male"
1.3508371472	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1247189646	"meanfemale"	"male"
0.8078445002	"meanfemale"	"male"
-0.5472527332	"meanfemale"	"male"
-0.1329488116	"meanfemale"	"male"
0.6771694448	"meanfemale"	"male"
-0.3595457604	"meanfemale"	"male"
-0.673424902	"meanfemale"	"male"
-0.20097231	"meanfemale"	"male"
2.903291639	"meanfemale"	"male"
