LogCPM	sex	bias
3.968383346	meanfemale	unbias
2.868690544	meanfemale	unbias
1.636123901	meanfemale	unbias
5.717623682	meanfemale	unbias
4.900796509	meanfemale	unbias
2.70541447	meanfemale	unbias
5.684044541	meanfemale	unbias
5.567203434	meanfemale	unbias
6.544471091	meanfemale	unbias
6.138113164	meanfemale	unbias
5.261906909	meanfemale	unbias
1.486479711	meanfemale	unbias
2.415650051	meanfemale	unbias
5.493077666	meanfemale	unbias
6.200495194	meanfemale	unbias
4.887144941	meanfemale	unbias
5.117896448	meanfemale	unbias
0.121267926	meanfemale	unbias
4.811748619	meanfemale	unbias
3.074797712	meanfemale	unbias
0.378081912	meanfemale	unbias
2.839241022	meanfemale	unbias
0.635182917	meanfemale	unbias
9.913229328	meanfemale	unbias
0.808689876	meanfemale	unbias
4.073285781	meanfemale	unbias
4.765624654	meanfemale	unbias
0.784598806	meanfemale	unbias
1.461864276	meanfemale	unbias
2.284580138	meanfemale	unbias
4.076806046	meanfemale	unbias
3.537474804	meanfemale	unbias
4.009532988	meanfemale	unbias
6.424004483	meanfemale	unbias
4.252832474	meanfemale	unbias
-0.203049431	meanfemale	unbias
1.721806601	meanfemale	unbias
3.776233857	meanfemale	unbias
2.474161836	meanfemale	unbias
1.844699558	meanfemale	unbias
2.414897168	meanfemale	unbias
3.577858755	meanfemale	unbias
1.612098607	meanfemale	unbias
-0.20180719	meanfemale	unbias
3.66223094	meanfemale	unbias
2.578336852	meanfemale	unbias
1.182079632	meanfemale	unbias
2.999484447	meanfemale	unbias
0.974015743	meanfemale	unbias
2.245380427	meanfemale	unbias
1.728739823	meanfemale	unbias
-0.83832359	meanfemale	unbias
5.43167678	meanfemale	unbias
0.648263182	meanfemale	unbias
3.567785989	meanfemale	unbias
0.960721097	meanfemale	unbias
0.850342079	meanfemale	unbias
3.027694441	meanfemale	unbias
1.690789685	meanfemale	unbias
8.734282519	meanfemale	unbias
0.810379371	meanfemale	unbias
4.921214221	meanfemale	unbias
1.283459462	meanfemale	unbias
2.127740006	meanfemale	unbias
2.050955005	meanfemale	unbias
3.673551548	meanfemale	unbias
2.35143923	meanfemale	unbias
2.032594975	meanfemale	unbias
3.697943101	meanfemale	unbias
2.082165976	meanfemale	unbias
3.292172639	meanfemale	unbias
2.516783486	meanfemale	unbias
3.088344587	meanfemale	unbias
3.898121945	meanfemale	unbias
2.097345938	meanfemale	unbias
6.423732995	meanfemale	unbias
2.788378059	meanfemale	unbias
1.80553543	meanfemale	unbias
3.18240611	meanfemale	unbias
2.692925432	meanfemale	unbias
2.802246349	meanfemale	unbias
3.399870221	meanfemale	unbias
2.163697469	meanfemale	unbias
3.274889752	meanfemale	unbias
1.82434536	meanfemale	unbias
5.188524455	meanfemale	unbias
2.553725329	meanfemale	unbias
4.460248644	meanfemale	unbias
0.969360605	meanfemale	unbias
3.084153912	meanfemale	unbias
4.063164998	meanfemale	unbias
0.334370432	meanfemale	unbias
0.19279044	meanfemale	unbias
3.483625208	meanfemale	unbias
1.217758079	meanfemale	unbias
2.486206628	meanfemale	unbias
7.883448736	meanfemale	unbias
3.312295449	meanfemale	unbias
4.524813306	meanfemale	unbias
4.38835095	meanfemale	unbias
1.979291164	meanfemale	unbias
2.544858066	meanfemale	unbias
3.109079456	meanfemale	unbias
5.331802895	meanfemale	unbias
1.786769138	meanfemale	unbias
4.413814555	meanfemale	unbias
4.132173264	meanfemale	unbias
5.936918254	meanfemale	unbias
1.219482582	meanfemale	unbias
2.196528544	meanfemale	unbias
2.545716601	meanfemale	unbias
2.340099222	meanfemale	unbias
1.71638721	meanfemale	unbias
-0.203761259	meanfemale	unbias
0.343149334	meanfemale	unbias
3.794218676	meanfemale	unbias
5.538328585	meanfemale	unbias
2.814565619	meanfemale	unbias
0.412856658	meanfemale	unbias
5.243859066	meanfemale	unbias
1.436068543	meanfemale	unbias
3.111548103	meanfemale	unbias
3.399048378	meanfemale	unbias
2.428755002	meanfemale	unbias
2.2510293	meanfemale	unbias
3.891421443	meanfemale	unbias
1.902701849	meanfemale	unbias
2.846072767	meanfemale	unbias
8.111123355	meanfemale	unbias
7.360704191	meanfemale	unbias
0.846370807	meanfemale	unbias
3.489449002	meanfemale	unbias
3.189231336	meanfemale	unbias
1.050743854	meanfemale	unbias
4.623211417	meanfemale	unbias
4.61991356	meanfemale	unbias
3.644982568	meanfemale	unbias
3.390710724	meanfemale	unbias
0.34719792	meanfemale	unbias
5.952222439	meanfemale	unbias
-0.303721311	meanfemale	unbias
2.463769327	meanfemale	unbias
3.044701321	meanfemale	unbias
-0.738530556	meanfemale	unbias
1.954549435	meanfemale	unbias
4.960802523	meanfemale	unbias
4.037294238	meanfemale	unbias
-0.104904161	meanfemale	unbias
4.930499449	meanfemale	unbias
5.713494355	meanfemale	unbias
-0.025402003	meanfemale	unbias
1.71740504	meanfemale	unbias
3.391503546	meanfemale	unbias
1.91093331	meanfemale	unbias
0.723598881	meanfemale	unbias
2.943601425	meanfemale	unbias
3.321754965	meanfemale	unbias
0.811705848	meanfemale	unbias
2.816229085	meanfemale	unbias
0.387643047	meanfemale	unbias
3.075548238	meanfemale	unbias
-1.001304797	meanfemale	unbias
5.370428214	meanfemale	unbias
3.095664569	meanfemale	unbias
1.2367374	meanfemale	unbias
1.355160203	meanfemale	unbias
4.116739688	meanfemale	unbias
1.171608594	meanfemale	unbias
0.105149011	meanfemale	unbias
0.615787996	meanfemale	unbias
0.448206794	meanfemale	unbias
4.177308164	meanfemale	unbias
3.308630369	meanfemale	unbias
3.103271161	meanfemale	unbias
1.244412921	meanfemale	unbias
1.004726563	meanfemale	unbias
1.299340437	meanfemale	unbias
2.639261541	meanfemale	unbias
2.064193002	meanfemale	unbias
5.534646023	meanfemale	unbias
3.727103114	meanfemale	unbias
0.754551346	meanfemale	unbias
1.255241128	meanfemale	unbias
2.270162586	meanfemale	unbias
4.615632625	meanfemale	unbias
2.587025615	meanfemale	unbias
0.98261808	meanfemale	unbias
5.411593667	meanfemale	unbias
6.689840279	meanfemale	unbias
2.760443352	meanfemale	unbias
5.816990376	meanfemale	unbias
5.297882134	meanfemale	unbias
2.840210731	meanfemale	unbias
3.65324238	meanfemale	unbias
5.917250279	meanfemale	unbias
3.728977836	meanfemale	unbias
2.322145069	meanfemale	unbias
-0.448582511	meanfemale	unbias
6.330728445	meanfemale	unbias
4.536282579	meanfemale	unbias
0.615787996	meanfemale	unbias
8.458740328	meanfemale	unbias
2.154160835	meanfemale	unbias
4.809181946	meanfemale	unbias
0.121267926	meanfemale	unbias
3.157982124	meanfemale	unbias
1.489959977	meanfemale	unbias
4.448181707	meanfemale	unbias
6.468171393	meanfemale	unbias
6.241984424	meanfemale	unbias
2.901871718	meanfemale	unbias
1.559472741	meanfemale	unbias
0.374182716	meanfemale	unbias
5.263158718	meanfemale	unbias
1.338623453	meanfemale	unbias
0.658603351	meanfemale	unbias
3.36608863	meanfemale	unbias
0.940260871	meanfemale	unbias
2.390573888	meanfemale	unbias
10.39396449	meanfemale	unbias
0.688371028	meanfemale	unbias
1.94553127	meanfemale	unbias
7.432388882	meanfemale	unbias
2.635593152	meanfemale	unbias
4.139549112	meanfemale	unbias
1.40342394	meanfemale	unbias
2.888674688	meanfemale	unbias
0.927058971	meanfemale	unbias
0.289996989	meanfemale	unbias
2.597766386	meanfemale	unbias
3.865114543	meanfemale	unbias
0.172638758	meanfemale	unbias
0.168569582	meanfemale	unbias
0.896237052	meanfemale	unbias
2.256755697	meanfemale	unbias
2.662252677	meanfemale	unbias
5.654750833	meanfemale	unbias
4.943448044	meanfemale	unbias
4.597678925	meanfemale	unbias
1.281295966	meanfemale	unbias
3.263195551	meanfemale	unbias
5.652900786	meanfemale	unbias
3.754299419	meanfemale	unbias
0.935942915	meanfemale	unbias
4.012049519	meanfemale	unbias
3.131284994	meanfemale	unbias
7.134454378	meanfemale	unbias
2.211880265	meanfemale	unbias
3.433782505	meanfemale	unbias
3.137119819	meanfemale	unbias
5.244939924	meanfemale	unbias
1.645236635	meanfemale	unbias
3.241466287	meanfemale	unbias
-0.811669497	meanfemale	unbias
2.557234253	meanfemale	unbias
0.475240523	meanfemale	unbias
1.886448167	meanfemale	unbias
7.190698962	meanfemale	unbias
6.594493177	meanfemale	unbias
1.792743104	meanfemale	unbias
2.045091912	meanfemale	unbias
3.839906346	meanfemale	unbias
4.571762567	meanfemale	unbias
0.677248038	meanfemale	unbias
1.566594516	meanfemale	unbias
5.234298054	meanfemale	unbias
2.265565765	meanfemale	unbias
0.940599729	meanfemale	unbias
5.581686832	meanfemale	unbias
2.979554248	meanfemale	unbias
8.246088952	meanfemale	unbias
4.309511965	meanfemale	unbias
8.321880582	meanfemale	unbias
0.268319151	meanfemale	unbias
6.885660971	meanfemale	unbias
1.14785833	meanfemale	unbias
4.370465952	meanfemale	unbias
3.761995209	meanfemale	unbias
3.855714404	meanfemale	unbias
5.559146284	meanfemale	unbias
1.295658933	meanfemale	unbias
3.040969393	meanfemale	unbias
0.226674982	meanfemale	unbias
0.269870083	meanfemale	unbias
2.866437062	meanfemale	unbias
3.69791603	meanfemale	unbias
1.56222824	meanfemale	unbias
5.751954708	meanfemale	unbias
1.237964792	meanfemale	unbias
1.477639393	meanfemale	unbias
1.834973648	meanfemale	unbias
9.73434593	meanfemale	unbias
10.33605683	meanfemale	unbias
5.101341188	meanfemale	unbias
5.246004116	meanfemale	unbias
4.318210158	meanfemale	unbias
1.978030843	meanfemale	unbias
2.797616226	meanfemale	unbias
1.320747797	meanfemale	unbias
4.140091903	meanfemale	unbias
4.661699204	meanfemale	unbias
1.628577637	meanfemale	unbias
5.883986152	meanfemale	unbias
4.182228127	meanfemale	unbias
0.99681435	meanfemale	unbias
2.204329628	meanfemale	unbias
3.423808953	meanfemale	unbias
1.526585123	meanfemale	unbias
4.02788774	meanfemale	unbias
4.684878023	meanfemale	unbias
0.536421466	meanfemale	unbias
4.491870099	meanfemale	unbias
4.544284646	meanfemale	unbias
3.882755646	meanfemale	unbias
4.315976394	meanfemale	unbias
2.141079642	meanfemale	unbias
7.888422194	meanfemale	unbias
2.157908391	meanfemale	unbias
-0.525381587	meanfemale	unbias
0.174925909	meanfemale	unbias
-0.281155848	meanfemale	unbias
2.512847608	meanfemale	unbias
5.708421226	meanfemale	unbias
0.560869613	meanfemale	unbias
4.661763984	meanfemale	unbias
2.976455655	meanfemale	unbias
0.927110694	meanfemale	unbias
2.998264341	meanfemale	unbias
6.184274335	meanfemale	unbias
0.038888603	meanfemale	unbias
4.300828211	meanfemale	unbias
1.636762824	meanfemale	unbias
4.943401406	meanfemale	unbias
5.122214396	meanfemale	unbias
1.256005179	meanfemale	unbias
1.959695642	meanfemale	unbias
3.252971533	meanfemale	unbias
5.083980143	meanfemale	unbias
5.240220742	meanfemale	unbias
0.625310389	meanfemale	unbias
1.243831228	meanfemale	unbias
3.703547128	meanfemale	unbias
5.921410412	meanfemale	unbias
3.433093671	meanfemale	unbias
3.23364786	meanfemale	unbias
8.28495123	meanfemale	unbias
1.657783783	meanfemale	unbias
2.076723322	meanfemale	unbias
2.325509968	meanfemale	unbias
6.593929907	meanfemale	unbias
-0.193866031	meanfemale	unbias
4.191608242	meanfemale	unbias
5.101383367	meanfemale	unbias
1.492924449	meanfemale	unbias
5.217993791	meanfemale	unbias
3.252845339	meanfemale	unbias
2.610043603	meanfemale	unbias
1.379937417	meanfemale	unbias
1.474085762	meanfemale	unbias
3.792754289	meanfemale	unbias
1.041599712	meanfemale	unbias
4.989895906	meanfemale	unbias
5.463673069	meanfemale	unbias
3.080297094	meanfemale	unbias
5.056612566	meanfemale	unbias
0.962853415	meanfemale	unbias
0.269870083	meanfemale	unbias
3.050926719	meanfemale	unbias
0.512458765	meanfemale	unbias
1.605472325	meanfemale	unbias
0.97465332	meanfemale	unbias
4.756117988	meanfemale	unbias
0.790973156	meanfemale	unbias
1.576503791	meanfemale	unbias
1.270049627	meanfemale	unbias
5.885076682	meanfemale	unbias
5.939626007	meanfemale	unbias
1.984563139	meanfemale	unbias
5.584182121	meanfemale	unbias
8.496411603	meanfemale	unbias
1.712536276	meanfemale	unbias
3.667528965	meanfemale	unbias
3.41538227	meanfemale	unbias
2.637078381	meanfemale	unbias
5.247334282	meanfemale	unbias
3.815152444	meanfemale	unbias
3.312361733	meanfemale	unbias
4.510710387	meanfemale	unbias
4.093092495	meanfemale	unbias
5.041006965	meanfemale	unbias
2.051347077	meanfemale	unbias
6.126708786	meanfemale	unbias
5.250400999	meanfemale	unbias
1.114433664	meanfemale	unbias
2.127181004	meanfemale	unbias
1.199964563	meanfemale	unbias
1.393792109	meanfemale	unbias
4.350929111	meanfemale	unbias
3.136533845	meanfemale	unbias
4.115435596	meanfemale	unbias
5.188481408	meanfemale	unbias
2.310211252	meanfemale	unbias
2.653282207	meanfemale	unbias
8.279351864	meanfemale	unbias
2.411708596	meanfemale	unbias
5.680794682	meanfemale	unbias
3.238824324	meanfemale	unbias
2.581552691	meanfemale	unbias
1.95905356	meanfemale	unbias
1.527636193	meanfemale	unbias
3.608940516	meanfemale	unbias
5.588929113	meanfemale	unbias
1.730079444	meanfemale	unbias
4.480962165	meanfemale	unbias
1.604031307	meanfemale	unbias
3.382983575	meanfemale	unbias
8.364697628	meanfemale	unbias
2.75062458	meanfemale	unbias
0.960029451	meanfemale	unbias
4.920298729	meanfemale	unbias
0.478548954	meanfemale	unbias
3.684886713	meanfemale	unbias
0.593842297	meanfemale	unbias
0.587981936	meanfemale	unbias
0.636153906	meanfemale	unbias
0.360062564	meanfemale	unbias
0.110717031	meanfemale	unbias
0.149570401	meanfemale	unbias
7.497310193	meanfemale	unbias
0.159875875	meanfemale	unbias
0.088521908	meanfemale	unbias
0.349529337	meanfemale	unbias
2.448433252	meanfemale	unbias
3.119876242	meanfemale	unbias
0.408516946	meanfemale	unbias
2.083952215	meanfemale	unbias
0.435511147	meanfemale	unbias
0.315701671	meanfemale	unbias
3.724213017	meanfemale	unbias
1.442156519	meanfemale	unbias
1.563115091	meanfemale	unbias
-0.128902725	meanfemale	unbias
1.610343833	meanfemale	unbias
5.688813761	meanfemale	unbias
1.701842669	meanfemale	unbias
3.638654635	meanfemale	unbias
0.441511893	meanfemale	unbias
4.81725396	meanfemale	unbias
1.626663988	meanfemale	unbias
2.127504387	meanfemale	unbias
1.407798526	meanfemale	unbias
0.131953723	meanfemale	unbias
0.555910961	meanfemale	unbias
2.922025475	meanfemale	unbias
2.578336852	meanfemale	unbias
1.662122497	meanfemale	unbias
0.37158058	meanfemale	unbias
0.150924432	meanfemale	unbias
2.082165976	meanfemale	unbias
3.42509299	meanfemale	unbias
6.504826702	meanfemale	unbias
2.764730039	meanfemale	unbias
4.263294145	meanfemale	unbias
3.300577043	meanfemale	unbias
2.018015727	meanfemale	unbias
3.719105276	meanfemale	unbias
7.196577716	meanfemale	unbias
1.599456466	meanfemale	unbias
4.360254742	meanfemale	unbias
2.134116179	meanfemale	unbias
4.36505104	meanfemale	unbias
4.743716481	meanfemale	unbias
3.987699359	meanfemale	unbias
6.232359031	meanfemale	unbias
1.243744283	meanfemale	unbias
0.540309418	meanfemale	unbias
-0.112618902	meanfemale	unbias
5.825662188	meanfemale	unbias
0.540309418	meanfemale	unbias
4.468268591	meanfemale	unbias
4.169513349	meanfemale	unbias
5.930652164	meanfemale	unbias
3.481561959	meanfemale	unbias
2.352659422	meanfemale	unbias
5.361490487	meanfemale	unbias
1.01610275	meanfemale	unbias
4.831928548	meanfemale	unbias
0.466490152	meanfemale	unbias
0.26829514	meanfemale	unbias
6.98109958	meanfemale	unbias
5.515184206	meanfemale	unbias
5.328008766	meanfemale	unbias
2.706214246	meanfemale	unbias
1.815424466	meanfemale	unbias
1.486190004	meanfemale	unbias
11.79161062	meanfemale	unbias
6.747020677	meanfemale	unbias
6.433510297	meanfemale	unbias
3.791438579	meanfemale	unbias
7.237930311	meanfemale	unbias
2.847694457	meanfemale	unbias
1.323001545	meanfemale	unbias
2.229810159	meanfemale	unbias
1.995204756	meanfemale	unbias
3.423150214	meanfemale	unbias
2.065255005	meanfemale	unbias
1.516495094	meanfemale	unbias
4.4976003	meanfemale	unbias
5.143094045	meanfemale	unbias
5.770940967	meanfemale	unbias
6.871820111	meanfemale	unbias
3.05338917	meanfemale	unbias
-0.350669711	meanfemale	unbias
1.413082701	meanfemale	unbias
5.10080358	meanfemale	unbias
-0.345681314	meanfemale	unbias
3.959635731	meanfemale	unbias
2.182729092	meanfemale	unbias
5.609528381	meanfemale	unbias
2.059191655	meanfemale	unbias
2.743707268	meanfemale	unbias
0.616304639	meanfemale	unbias
4.290411522	meanfemale	unbias
3.465335431	meanfemale	unbias
3.956440067	meanfemale	unbias
2.172675368	meanfemale	unbias
3.526067754	meanfemale	unbias
4.637033136	meanfemale	unbias
3.333566539	meanfemale	unbias
2.924995883	meanfemale	unbias
6.597684231	meanfemale	unbias
1.692561116	meanfemale	unbias
3.754625768	meanfemale	unbias
6.124154679	meanfemale	unbias
2.086750857	meanfemale	unbias
5.353024847	meanfemale	unbias
1.387337326	meanfemale	unbias
5.104109785	meanfemale	unbias
2.400882955	meanfemale	unbias
3.908803249	meanfemale	unbias
1.399579486	meanfemale	unbias
8.916287388	meanfemale	unbias
3.281117657	meanfemale	unbias
2.5643745	meanfemale	unbias
3.225354818	meanfemale	unbias
1.807176361	meanfemale	unbias
6.768735318	meanfemale	unbias
3.287302908	meanfemale	unbias
2.450884395	meanfemale	unbias
6.906816592	meanfemale	unbias
1.786400513	meanfemale	unbias
2.841129102	meanfemale	unbias
3.009695273	meanfemale	unbias
2.480311227	meanfemale	unbias
8.115923801	meanfemale	unbias
6.860646309	meanfemale	unbias
4.790956974	meanfemale	unbias
6.8006321	meanfemale	unbias
0.603660089	meanfemale	unbias
1.546410933	meanfemale	unbias
2.554920041	meanfemale	unbias
1.673674697	meanfemale	unbias
3.788814905	meanfemale	unbias
2.598280886	meanfemale	unbias
5.077394296	meanfemale	unbias
1.645528755	meanfemale	unbias
1.194921021	meanfemale	unbias
6.071873897	meanfemale	unbias
4.148209011	meanfemale	unbias
3.336985329	meanfemale	unbias
4.075187042	meanfemale	unbias
2.513445309	meanfemale	unbias
5.487323992	meanfemale	unbias
5.097879916	meanfemale	unbias
0.287272863	meanfemale	unbias
3.786836305	meanfemale	unbias
2.058110734	meanfemale	unbias
3.023151851	meanfemale	unbias
5.238172376	meanfemale	unbias
3.910795247	meanfemale	unbias
-0.44599341	meanfemale	unbias
3.809043459	meanfemale	unbias
6.702772802	meanfemale	unbias
4.673748742	meanfemale	unbias
-0.115214229	meanfemale	unbias
3.714438492	meanfemale	unbias
1.856197631	meanfemale	unbias
6.206013745	meanfemale	unbias
2.814503968	meanfemale	unbias
9.328720949	meanfemale	unbias
0.95014663	meanfemale	unbias
3.781263949	meanfemale	unbias
6.865609022	meanfemale	unbias
0.036507507	meanfemale	unbias
4.020680701	meanfemale	unbias
1.086547117	meanfemale	unbias
1.579506624	meanfemale	unbias
4.479789262	meanfemale	unbias
5.729882744	meanfemale	unbias
1.435819951	meanfemale	unbias
1.867099304	meanfemale	unbias
2.723603851	meanfemale	unbias
1.218953503	meanfemale	unbias
5.299465108	meanfemale	unbias
5.418932333	meanfemale	unbias
3.311390107	meanfemale	unbias
6.060675008	meanfemale	unbias
3.306659206	meanfemale	unbias
5.278161787	meanfemale	unbias
-0.237770697	meanfemale	unbias
0.761893321	meanfemale	unbias
4.168127893	meanfemale	unbias
1.816502821	meanfemale	unbias
5.765714848	meanfemale	unbias
1.440105022	meanfemale	unbias
2.463081266	meanfemale	unbias
1.621924147	meanfemale	unbias
0.718500201	meanfemale	unbias
3.025834658	meanfemale	unbias
2.628262844	meanfemale	unbias
-0.036922729	meanfemale	unbias
2.631949413	meanfemale	unbias
3.059827817	meanfemale	unbias
4.023608181	meanfemale	unbias
4.173654899	meanfemale	unbias
-0.302499374	meanfemale	unbias
3.733487844	meanfemale	unbias
3.901443662	meanfemale	unbias
0.470854753	meanfemale	unbias
10.2076511	meanfemale	unbias
5.154252204	meanfemale	unbias
1.667190935	meanfemale	unbias
5.357658319	meanfemale	unbias
9.783507423	meanfemale	unbias
1.65069091	meanfemale	unbias
2.048755735	meanfemale	unbias
-0.652184291	meanfemale	unbias
7.167635528	meanfemale	unbias
7.809981578	meanfemale	unbias
5.9608502	meanfemale	unbias
5.138804339	meanfemale	unbias
3.945494425	meanfemale	unbias
2.795184188	meanfemale	unbias
2.87808464	meanfemale	unbias
4.379037203	meanfemale	unbias
4.207410747	meanfemale	unbias
2.574513648	meanfemale	unbias
7.03209865	meanfemale	unbias
-0.167910219	meanfemale	unbias
-0.145312998	meanfemale	unbias
2.749910186	meanfemale	unbias
2.374331964	meanfemale	unbias
5.421609625	meanfemale	unbias
0.773353725	meanfemale	unbias
5.851049508	meanfemale	unbias
2.18021005	meanfemale	unbias
1.267224683	meanfemale	unbias
0.648263182	meanfemale	unbias
6.088637814	meanfemale	unbias
2.033774204	meanfemale	unbias
2.068164171	meanfemale	unbias
1.214611549	meanfemale	unbias
0.426779924	meanfemale	unbias
7.030870667	meanfemale	unbias
0.697240497	meanfemale	unbias
3.387170556	meanfemale	unbias
0.874171769	meanfemale	unbias
0.818169951	meanfemale	unbias
0.980098663	meanfemale	unbias
2.965055209	meanfemale	unbias
5.776037851	meanfemale	unbias
7.064621809	meanfemale	unbias
4.848081288	meanfemale	unbias
2.883151514	meanfemale	unbias
2.748393799	meanfemale	unbias
0.571575592	meanfemale	unbias
1.501736164	meanfemale	unbias
3.371247729	meanfemale	unbias
-0.350669711	meanfemale	unbias
3.696052413	meanfemale	unbias
0.740393327	meanfemale	unbias
0.212846158	meanfemale	unbias
2.339192305	meanfemale	unbias
-0.08632121	meanfemale	unbias
2.61842958	meanfemale	unbias
2.263924519	meanfemale	unbias
1.517632417	meanfemale	unbias
1.127050028	meanfemale	unbias
-1.138736638	meanfemale	unbias
1.294131155	meanfemale	unbias
3.06212037	meanfemale	unbias
0.418946431	meanfemale	unbias
0.362176428	meanfemale	unbias
5.318962675	meanfemale	unbias
1.509584029	meanfemale	unbias
1.596172833	meanfemale	unbias
0.250930258	meanfemale	unbias
5.465540768	meanfemale	unbias
1.019910717	meanfemale	unbias
1.360153547	meanfemale	unbias
7.805882349	meanfemale	unbias
-0.177347884	meanfemale	unbias
5.753408201	meanfemale	unbias
1.993734394	meanfemale	unbias
6.022534862	meanfemale	unbias
1.289886658	meanfemale	unbias
0.720396844	meanfemale	unbias
4.653780678	meanfemale	unbias
0.213739217	meanfemale	unbias
0.280375206	meanfemale	unbias
1.282753024	meanfemale	unbias
0.930977705	meanfemale	unbias
5.202938781	meanfemale	unbias
6.792291693	meanfemale	unbias
3.632293628	meanfemale	unbias
0.482957146	meanfemale	unbias
1.496450711	meanfemale	unbias
2.85941926	meanfemale	unbias
0.853528177	meanfemale	unbias
0.940687736	meanfemale	unbias
4.650852141	meanfemale	unbias
7.087104455	meanfemale	unbias
5.423929132	meanfemale	unbias
6.134095975	meanfemale	unbias
7.207352239	meanfemale	unbias
1.921570808	meanfemale	unbias
2.941455858	meanfemale	unbias
1.129322135	meanfemale	unbias
0.270862804	meanfemale	unbias
3.323390073	meanfemale	unbias
1.438145192	meanfemale	unbias
3.335801368	meanfemale	unbias
5.432783601	meanfemale	unbias
-0.224713735	meanfemale	unbias
1.924974475	meanfemale	unbias
0.383161129	meanfemale	unbias
1.985414432	meanfemale	unbias
3.656468335	meanfemale	unbias
5.197728385	meanfemale	unbias
1.517116825	meanfemale	unbias
0.180735999	meanfemale	unbias
0.80132748	meanfemale	unbias
1.932607984	meanfemale	unbias
4.602988573	meanfemale	unbias
2.56362434	meanfemale	unbias
1.031187377	meanfemale	unbias
2.0255706	meanfemale	unbias
5.538691274	meanfemale	unbias
0.464294527	meanfemale	unbias
2.9370357	meanfemale	unbias
0.016464006	meanfemale	unbias
0.02328299	meanfemale	unbias
5.548541969	meanfemale	unbias
1.309084243	meanfemale	unbias
0.393130846	meanfemale	unbias
0.765322832	meanfemale	unbias
0.695296433	meanfemale	unbias
1.222404982	meanfemale	unbias
4.796984426	meanfemale	unbias
0.036507507	meanfemale	unbias
4.572606244	meanfemale	unbias
0.274149812	meanfemale	unbias
-0.504403672	meanfemale	unbias
0.448206794	meanfemale	unbias
1.006339127	meanfemale	unbias
0.143143783	meanfemale	unbias
0.918134036	meanfemale	unbias
3.68935084	meanfemale	unbias
6.507849883	meanfemale	unbias
1.886101276	meanfemale	unbias
5.848530894	meanfemale	unbias
1.928317625	meanfemale	unbias
0.488029539	meanfemale	unbias
-0.23984272	meanfemale	unbias
2.193098105	meanfemale	unbias
4.610326425	meanfemale	unbias
0.733859692	meanfemale	unbias
2.373496521	meanfemale	unbias
5.874577231	meanfemale	unbias
-0.327015533	meanfemale	unbias
3.041239981	meanfemale	unbias
1.320360904	meanfemale	unbias
6.049394112	meanfemale	unbias
1.172945001	meanfemale	unbias
0.270623503	meanfemale	unbias
-0.054290287	meanfemale	unbias
6.917435644	meanfemale	unbias
2.548960481	meanfemale	unbias
0.270623503	meanfemale	unbias
5.574730094	meanfemale	unbias
2.923568612	meanfemale	unbias
3.137025767	meanfemale	unbias
0.019433332	meanfemale	unbias
0.58394459	meanfemale	unbias
1.467967256	meanfemale	unbias
-0.773605913	meanfemale	unbias
2.445453376	meanfemale	unbias
2.294737404	meanfemale	unbias
-0.105105597	meanfemale	unbias
-0.119626388	meanfemale	unbias
0.203301461	meanfemale	unbias
6.16554591	meanfemale	unbias
5.984982192	meanfemale	unbias
0.387305766	meanfemale	unbias
1.189244119	meanfemale	unbias
2.756349965	meanfemale	unbias
0.902967901	meanfemale	unbias
2.09820234	meanfemale	unbias
4.097554648	meanfemale	unbias
0.683615688	meanfemale	unbias
-0.141523404	meanfemale	unbias
2.698756103	meanfemale	unbias
1.568820628	meanfemale	unbias
3.780180914	meanfemale	unbias
3.163199298	meanfemale	unbias
3.028819215	meanfemale	unbias
3.871748141	meanfemale	unbias
3.607263215	meanfemale	unbias
4.605631408	meanfemale	unbias
1.712536276	meanfemale	unbias
6.144062896	meanfemale	unbias
1.304615123	meanfemale	unbias
1.569624126	meanfemale	unbias
2.20693975	meanfemale	unbias
1.42152568	meanfemale	unbias
1.887805576	meanfemale	unbias
0.211316613	meanfemale	unbias
1.508196564	meanfemale	unbias
1.850354534	meanfemale	unbias
3.595210306	meanfemale	unbias
1.688045549	meanfemale	unbias
4.318032313	meanfemale	unbias
0.110001525	meanfemale	unbias
-0.212921904	meanfemale	unbias
0.291185062	meanfemale	unbias
2.929508284	meanfemale	unbias
0.9701742	meanfemale	unbias
3.735922597	meanfemale	unbias
0.660106446	meanfemale	unbias
0.464294527	meanfemale	unbias
3.806971599	meanfemale	unbias
3.572171415	meanfemale	unbias
1.23859137	meanfemale	unbias
1.336295948	meanfemale	unbias
5.030878455	meanfemale	unbias
2.884317445	meanfemale	unbias
0.748738022	meanfemale	unbias
2.846728891	meanfemale	unbias
0.121267926	meanfemale	unbias
1.929029104	meanfemale	unbias
4.197510362	meanfemale	unbias
3.618144243	meanfemale	unbias
0.205129563	meanfemale	unbias
2.656595131	meanfemale	unbias
8.273718125	meanfemale	unbias
4.2360213	meanfemale	unbias
-0.448582511	meanfemale	unbias
4.439552616	meanfemale	unbias
0.444666808	meanfemale	unbias
1.153586208	meanfemale	unbias
0.008416215	meanfemale	unbias
2.455780898	meanfemale	unbias
-0.1329015	meanfemale	unbias
1.875444844	meanfemale	unbias
0.563117048	meanfemale	unbias
0.212846158	meanfemale	unbias
5.050827465	meanfemale	unbias
0.334370432	meanfemale	unbias
6.86052482	meanfemale	unbias
2.284922826	meanfemale	unbias
0.23992562	meanfemale	unbias
