gid	female	log2meanXX	cutoff
TRINITY_DN115134_c0_g1_i1	meanfemale	1.973484348	FC1
TRINITY_DN129782_c5_g1_i2	meanfemale	0.860031164	FC1
TRINITY_DN132581_c0_g1_i5	meanfemale	3.21532963	FC1
TRINITY_DN129638_c0_g1_i3	meanfemale	3.891404369	FC1
TRINITY_DN134807_c6_g7_i1	meanfemale	3.404554952	FC1
TRINITY_DN122603_c0_g1_i1	meanfemale	3.470298597	FC1
TRINITY_DN131863_c0_g1_i1	meanfemale	3.749334402	FC1
TRINITY_DN128730_c4_g1_i1	meanfemale	3.335630866	FC1
TRINITY_DN130866_c2_g2_i1	meanfemale	3.663035687	FC1
TRINITY_DN129166_c0_g1_i2	meanfemale	3.169839527	FC1
TRINITY_DN123333_c1_g1_i4	meanfemale	5.606251826	FC1
TRINITY_DN136425_c0_g4_i2	meanfemale	4.44507649	FC1
TRINITY_DN136381_c0_g3_i4	meanfemale	3.38181243	FC1
TRINITY_DN129158_c3_g1_i1	meanfemale	1.938020826	FC1
TRINITY_DN133919_c5_g3_i1	meanfemale	3.373892687	FC1
TRINITY_DN115672_c0_g1_i2	meanfemale	3.967279823	FC1
TRINITY_DN126047_c5_g5_i7	meanfemale	3.55586503	FC1
TRINITY_DN134248_c3_g3_i1	meanfemale	3.136414613	FC1
TRINITY_DN123189_c2_g7_i4	meanfemale	3.469431316	FC1
TRINITY_DN133747_c2_g1_i1	meanfemale	4.97634428	FC1
TRINITY_DN132887_c4_g1_i6	meanfemale	4.033278057	FC1
TRINITY_DN133239_c2_g1_i1	meanfemale	2.193384961	FC1
TRINITY_DN116083_c0_g1_i6	meanfemale	4.821103364	FC1
TRINITY_DN130562_c0_g1_i2	meanfemale	4.484054232	FC1
TRINITY_DN111861_c0_g1_i1	meanfemale	2.123999944	FC1
TRINITY_DN118980_c0_g1_i1	meanfemale	3.181167161	FC1
TRINITY_DN129699_c2_g5_i1	meanfemale	7.408749669	FC1
TRINITY_DN48675_c0_g1_i1	meanfemale	2.854609803	FC1
TRINITY_DN135731_c0_g5_i2	meanfemale	5.065929136	FC1
TRINITY_DN133980_c0_g1_i1	meanfemale	2.40656627	FC1
TRINITY_DN126065_c0_g1_i1	meanfemale	3.616108344	FC1
TRINITY_DN126333_c0_g1_i1	meanfemale	4.801007649	FC1
TRINITY_DN130310_c4_g1_i2	meanfemale	3.870263102	FC1
TRINITY_DN131493_c4_g2_i1	meanfemale	3.549947409	FC1
TRINITY_DN100260_c0_g2_i1	meanfemale	5.619949272	FC1
TRINITY_DN135626_c2_g1_i1	meanfemale	5.836587615	FC1
TRINITY_DN124968_c0_g1_i2	meanfemale	3.468483826	FC1
TRINITY_DN107696_c0_g1_i4	meanfemale	3.441308432	FC1
TRINITY_DN127422_c1_g2_i2	meanfemale	1.220844302	FC1
TRINITY_DN124306_c2_g1_i1	meanfemale	1.904158507	FC1
TRINITY_DN132266_c1_g2_i4	meanfemale	4.317397457	FC1
TRINITY_DN124427_c8_g1_i1	meanfemale	4.181648418	FC1
TRINITY_DN129307_c0_g2_i1	meanfemale	5.490114858	FC1
TRINITY_DN126629_c0_g1_i1	meanfemale	5.393872864	FC1
TRINITY_DN122660_c2_g2_i4	meanfemale	5.140168151	FC1
TRINITY_DN133938_c0_g2_i1	meanfemale	2.008911913	FC1
TRINITY_DN131263_c0_g2_i5	meanfemale	3.062316077	FC1
TRINITY_DN133104_c0_g3_i2	meanfemale	4.224802133	FC1
TRINITY_DN126721_c4_g1_i3	meanfemale	3.922179273	FC1
TRINITY_DN130253_c4_g3_i1	meanfemale	4.212102239	FC1
TRINITY_DN130221_c2_g6_i3	meanfemale	2.746876307	FC1
TRINITY_DN67392_c0_g2_i1	meanfemale	2.976792091	FC1
TRINITY_DN132367_c0_g1_i3	meanfemale	4.953531487	FC1
TRINITY_DN92573_c0_g1_i1	meanfemale	4.84675166	FC1
TRINITY_DN126321_c0_g2_i1	meanfemale	2.325573618	FC1
TRINITY_DN129197_c1_g1_i2	meanfemale	1.72696517	FC1
TRINITY_DN114515_c0_g1_i1	meanfemale	4.902570206	FC1
TRINITY_DN123972_c0_g2_i1	meanfemale	3.895408731	FC1
TRINITY_DN122731_c0_g2_i1	meanfemale	4.652610845	FC1
TRINITY_DN108455_c0_g1_i3	meanfemale	6.121504419	FC1
TRINITY_DN129315_c0_g1_i1	meanfemale	3.724893426	FC1
TRINITY_DN115087_c0_g1_i1	meanfemale	5.406902254	FC1
TRINITY_DN130890_c0_g1_i8	meanfemale	1.427505397	FC1
TRINITY_DN111590_c0_g1_i1	meanfemale	5.20869452	FC1
TRINITY_DN116030_c0_g1_i1	meanfemale	5.135087889	FC1
TRINITY_DN130514_c4_g4_i1	meanfemale	3.609277528	FC1
TRINITY_DN130426_c0_g2_i2	meanfemale	3.230915882	FC1
TRINITY_DN130441_c1_g1_i3	meanfemale	4.577516221	FC1
TRINITY_DN120170_c0_g1_i2	meanfemale	5.455666361	FC1
TRINITY_DN128061_c1_g3_i7	meanfemale	2.833764776	FC1
TRINITY_DN129702_c4_g1_i1	meanfemale	3.897630582	FC1
TRINITY_DN130458_c1_g1_i3	meanfemale	4.737953072	FC1
TRINITY_DN123263_c0_g1_i4	meanfemale	5.203792493	FC1
TRINITY_DN123632_c2_g2_i5	meanfemale	3.421338972	FC1
TRINITY_DN119095_c0_g2_i1	meanfemale	3.95569267	FC1
TRINITY_DN135437_c1_g2_i3	meanfemale	1.855463957	FC1
TRINITY_DN126487_c0_g2_i2	meanfemale	5.458886591	FC1
TRINITY_DN131696_c6_g3_i2	meanfemale	2.709861017	FC1
TRINITY_DN122727_c0_g1_i1	meanfemale	2.194639126	FC1
TRINITY_DN114850_c0_g1_i1	meanfemale	4.936584262	FC1
TRINITY_DN131685_c3_g1_i1	meanfemale	3.361604416	FC1
TRINITY_DN131966_c3_g3_i5	meanfemale	4.439419096	FC1
TRINITY_DN123770_c0_g1_i3	meanfemale	4.783178392	FC1
TRINITY_DN130597_c4_g5_i1	meanfemale	2.203621468	FC1
TRINITY_DN134690_c6_g1_i4	meanfemale	3.7219724	FC1
TRINITY_DN117669_c0_g1_i1	meanfemale	2.849561099	FC1
TRINITY_DN124511_c1_g1_i3	meanfemale	4.275022893	FC1
TRINITY_DN130527_c2_g1_i1	meanfemale	2.478237469	FC1
TRINITY_DN136119_c4_g5_i12	meanfemale	2.646460764	FC1
TRINITY_DN179608_c0_g1_i1	meanfemale	2.938635631	FC1
TRINITY_DN125833_c1_g2_i1	meanfemale	0.825914804	FC1
TRINITY_DN120130_c0_g1_i3	meanfemale	4.590189257	FC1
TRINITY_DN114052_c0_g1_i1	meanfemale	4.589269828	FC1
TRINITY_DN129786_c0_g1_i2	meanfemale	4.562591058	FC1
TRINITY_DN129061_c0_g1_i19	meanfemale	4.984462336	FC1
TRINITY_DN120777_c0_g1_i2	meanfemale	2.704392855	FC1
TRINITY_DN123601_c1_g5_i1	meanfemale	3.708709645	FC1
TRINITY_DN126412_c0_g1_i7	meanfemale	3.742135121	FC1
TRINITY_DN136216_c2_g1_i1	meanfemale	5.372949262	FC1
TRINITY_DN119158_c0_g1_i1	meanfemale	5.718156657	FC1
TRINITY_DN126676_c0_g1_i1	meanfemale	1.881839383	FC1
TRINITY_DN122686_c1_g1_i1	meanfemale	2.982162919	FC1
TRINITY_DN128891_c1_g1_i1	meanfemale	3.429945504	FC1
TRINITY_DN128429_c0_g1_i1	meanfemale	2.600062556	FC1
TRINITY_DN135130_c8_g1_i4	meanfemale	3.410828363	FC1
TRINITY_DN125784_c0_g2_i4	meanfemale	2.454709453	FC1
TRINITY_DN129273_c5_g6_i1	meanfemale	4.569933011	FC1
TRINITY_DN124153_c8_g3_i3	meanfemale	6.761956327	FC1
TRINITY_DN107487_c0_g1_i1	meanfemale	4.804533614	FC1
TRINITY_DN130296_c3_g1_i2	meanfemale	2.607003404	FC1
TRINITY_DN127459_c0_g2_i1	meanfemale	5.059546025	FC1
TRINITY_DN134174_c0_g2_i3	meanfemale	3.912426993	FC1
TRINITY_DN128369_c5_g1_i1	meanfemale	4.281749348	FC1
TRINITY_DN131823_c4_g5_i1	meanfemale	2.140928824	FC1
TRINITY_DN131882_c0_g1_i1	meanfemale	4.702297842	FC1
TRINITY_DN130821_c0_g1_i1	meanfemale	3.02264503	FC1
TRINITY_DN134164_c0_g7_i1	meanfemale	3.179394528	FC1
TRINITY_DN134742_c0_g5_i2	meanfemale	1.256756006	FC1
TRINITY_DN130232_c0_g1_i1	meanfemale	3.993122246	FC1
TRINITY_DN132127_c0_g2_i2	meanfemale	4.364658079	FC1
TRINITY_DN110132_c0_g2_i1	meanfemale	6.626832463	FC1
TRINITY_DN110258_c0_g1_i1	meanfemale	5.149773001	FC1
TRINITY_DN124970_c0_g1_i4	meanfemale	3.77566726	FC1
TRINITY_DN136609_c4_g1_i3	meanfemale	3.987973979	FC1
TRINITY_DN124832_c6_g2_i5	meanfemale	2.323284987	FC1
TRINITY_DN125578_c0_g1_i1	meanfemale	1.912887901	FC1
TRINITY_DN135542_c0_g1_i2	meanfemale	1.196447309	FC1
TRINITY_DN117920_c0_g1_i5	meanfemale	6.036273632	FC1
TRINITY_DN119760_c0_g1_i4	meanfemale	4.180773825	FC1
TRINITY_DN132212_c1_g1_i1	meanfemale	4.83216987	FC1
TRINITY_DN129140_c0_g5_i6	meanfemale	5.467851901	FC1
TRINITY_DN128790_c6_g6_i5	meanfemale	4.839004372	FC1
TRINITY_DN125463_c2_g1_i1	meanfemale	5.706618463	FC1
TRINITY_DN120030_c0_g1_i1	meanfemale	3.42729732	FC1
TRINITY_DN124211_c1_g1_i1	meanfemale	7.302173964	FC1
TRINITY_DN132966_c1_g1_i4	meanfemale	3.667558379	FC1
TRINITY_DN107898_c0_g1_i1	meanfemale	4.665080948	FC1
TRINITY_DN125890_c4_g2_i3	meanfemale	3.225030323	FC1
TRINITY_DN122649_c8_g3_i2	meanfemale	4.513686266	FC1
TRINITY_DN123672_c0_g1_i1	meanfemale	4.508526207	FC1
TRINITY_DN132077_c0_g1_i3	meanfemale	2.598668119	FC1
TRINITY_DN124322_c0_g1_i1	meanfemale	2.557054492	FC1
TRINITY_DN130185_c2_g4_i3	meanfemale	4.655871646	FC1
TRINITY_DN122902_c1_g1_i4	meanfemale	1.364187613	FC1
TRINITY_DN133164_c3_g2_i1	meanfemale	2.47072447	FC1
TRINITY_DN134933_c1_g1_i2	meanfemale	2.081206977	FC1
TRINITY_DN133852_c4_g1_i1	meanfemale	3.457705316	FC1
TRINITY_DN207462_c0_g1_i1	meanfemale	2.569486338	FC1
TRINITY_DN134768_c0_g1_i1	meanfemale	2.568872633	FC1
TRINITY_DN134056_c4_g2_i4	meanfemale	2.905284571	FC1
TRINITY_DN136301_c4_g26_i1	meanfemale	2.584755448	FC1
TRINITY_DN128218_c0_g3_i1	meanfemale	2.648099137	FC1
TRINITY_DN125334_c0_g1_i1	meanfemale	3.164298649	FC1
TRINITY_DN130143_c0_g1_i2	meanfemale	4.40648253	FC1
TRINITY_DN126532_c2_g1_i11	meanfemale	4.019515702	FC1
TRINITY_DN97677_c0_g1_i1	meanfemale	5.347265165	FC1
TRINITY_DN135486_c0_g1_i1	meanfemale	3.116551329	FC1
TRINITY_DN122676_c4_g8_i4	meanfemale	4.096915631	FC1
TRINITY_DN134848_c3_g3_i1	meanfemale	3.424373338	FC1
TRINITY_DN127814_c3_g1_i2	meanfemale	2.902028862	FC1
TRINITY_DN123466_c0_g1_i2	meanfemale	2.746142394	FC1
TRINITY_DN124252_c0_g1_i3	meanfemale	2.146609697	FC1
TRINITY_DN126290_c1_g1_i1	meanfemale	2.648409588	FC1
TRINITY_DN116368_c0_g1_i2	meanfemale	2.219655119	FC1
TRINITY_DN126899_c2_g1_i1	meanfemale	1.676014355	FC1
TRINITY_DN132253_c2_g5_i2	meanfemale	3.187962418	FC1
TRINITY_DN116934_c0_g1_i4	meanfemale	1.423133002	FC1
TRINITY_DN122244_c0_g1_i1	meanfemale	3.791299886	FC1
TRINITY_DN106065_c0_g1_i2	meanfemale	3.761300588	FC1
TRINITY_DN139195_c0_g1_i1	meanfemale	2.801399968	FC1
TRINITY_DN120969_c2_g1_i2	meanfemale	2.718615119	FC1
TRINITY_DN135761_c8_g3_i1	meanfemale	3.564737889	FC1
TRINITY_DN133951_c0_g1_i5	meanfemale	3.243257129	FC1
TRINITY_DN124873_c0_g1_i3	meanfemale	4.329046574	FC1
TRINITY_DN126902_c0_g4_i4	meanfemale	0.580408541	FC1
TRINITY_DN125066_c0_g1_i1	meanfemale	6.004790337	FC1
TRINITY_DN116737_c1_g1_i2	meanfemale	4.243178271	FC1
TRINITY_DN132420_c5_g3_i4	meanfemale	4.631803978	FC1
TRINITY_DN95726_c0_g2_i1	meanfemale	8.030479753	FC1
TRINITY_DN119732_c0_g1_i7	meanfemale	3.121490867	FC1
TRINITY_DN124809_c0_g2_i2	meanfemale	4.070321261	FC1
TRINITY_DN131193_c0_g3_i1	meanfemale	4.419234545	FC1
TRINITY_DN123442_c0_g2_i1	meanfemale	5.370743874	FC1
TRINITY_DN129027_c1_g2_i4	meanfemale	4.416636048	FC1
TRINITY_DN116971_c0_g2_i1	meanfemale	4.364330291	FC1
TRINITY_DN135822_c0_g4_i7	meanfemale	4.197506912	FC1
TRINITY_DN135417_c4_g4_i8	meanfemale	4.903557488	FC1
TRINITY_DN128950_c0_g1_i6	meanfemale	2.952008478	FC1
TRINITY_DN131362_c1_g1_i3	meanfemale	4.539722011	FC1
TRINITY_DN134636_c1_g1_i2	meanfemale	3.48872771	FC1
TRINITY_DN168935_c0_g1_i1	meanfemale	3.33558681	FC1
TRINITY_DN132864_c0_g3_i1	meanfemale	2.185437179	FC1
TRINITY_DN123636_c0_g2_i1	meanfemale	0.665806774	FC1
TRINITY_DN125332_c0_g1_i4	meanfemale	4.624885472	FC1
TRINITY_DN133437_c0_g1_i4	meanfemale	4.388731784	FC1
TRINITY_DN134069_c0_g2_i5	meanfemale	3.997716077	FC1
TRINITY_DN115583_c1_g1_i1	meanfemale	4.815977417	FC1
TRINITY_DN128390_c3_g1_i1	meanfemale	3.738796594	FC1
TRINITY_DN133225_c0_g1_i2	meanfemale	2.944483115	FC1
TRINITY_DN120368_c0_g1_i2	meanfemale	5.11189971	FC1
TRINITY_DN127719_c0_g1_i2	meanfemale	4.481776542	FC1
TRINITY_DN124331_c1_g6_i5	meanfemale	4.209034948	FC1
TRINITY_DN130108_c0_g1_i1	meanfemale	-1.077424713	FC1
TRINITY_DN125002_c0_g1_i1	meanfemale	2.295411214	FC1
TRINITY_DN126982_c2_g2_i2	meanfemale	4.747972294	FC1
TRINITY_DN114836_c0_g1_i1	meanfemale	4.15172934	FC1
TRINITY_DN126982_c2_g3_i1	meanfemale	4.158929705	FC1
TRINITY_DN124091_c0_g1_i1	meanfemale	2.321139035	FC1
TRINITY_DN125832_c3_g3_i1	meanfemale	7.232260122	FC1
TRINITY_DN145884_c0_g1_i1	meanfemale	3.864636059	FC1
TRINITY_DN122590_c2_g1_i1	meanfemale	2.623724403	FC1
TRINITY_DN132113_c7_g1_i1	meanfemale	2.036986476	FC1
TRINITY_DN120791_c0_g1_i2	meanfemale	2.196998357	FC1
TRINITY_DN123716_c2_g2_i19	meanfemale	2.841926761	FC1
TRINITY_DN131102_c0_g1_i1	meanfemale	2.059559139	FC1
TRINITY_DN129212_c1_g4_i5	meanfemale	4.748071517	FC1
TRINITY_DN112529_c0_g1_i1	meanfemale	3.290408631	FC1
TRINITY_DN133933_c5_g7_i2	meanfemale	2.418726834	FC1
TRINITY_DN132671_c4_g1_i3	meanfemale	3.771978919	FC1
TRINITY_DN131444_c0_g6_i13	meanfemale	4.607245194	FC1
TRINITY_DN132334_c4_g8_i2	meanfemale	2.644474849	FC1
TRINITY_DN127867_c0_g1_i2	meanfemale	1.279577104	FC1
TRINITY_DN120459_c0_g2_i2	meanfemale	5.705121602	FC1
TRINITY_DN122587_c0_g2_i1	meanfemale	5.496686797	FC1
TRINITY_DN125185_c1_g1_i1	meanfemale	4.224812737	FC1
TRINITY_DN124656_c2_g1_i8	meanfemale	3.02049033	FC1
TRINITY_DN133299_c0_g1_i4	meanfemale	3.2835363	FC1
TRINITY_DN133566_c0_g1_i1	meanfemale	1.749899466	FC1
TRINITY_DN130870_c3_g1_i2	meanfemale	4.480138595	FC1
TRINITY_DN112551_c0_g1_i2	meanfemale	1.25555722	FC1
TRINITY_DN117794_c0_g3_i2	meanfemale	-0.139430195	FC1
TRINITY_DN135645_c1_g1_i2	meanfemale	-0.793299423	FC1
TRINITY_DN131905_c3_g2_i1	meanfemale	3.143692149	FC1
TRINITY_DN117189_c0_g2_i1	meanfemale	4.05001712	FC1
TRINITY_DN129344_c3_g4_i22	meanfemale	5.998558737	FC1
TRINITY_DN134871_c2_g2_i4	meanfemale	5.111288621	FC1
TRINITY_DN127275_c7_g1_i1	meanfemale	3.277524816	FC1
TRINITY_DN120084_c0_g2_i2	meanfemale	4.85217352	FC1
TRINITY_DN134164_c0_g3_i1	meanfemale	5.297440384	FC1
TRINITY_DN132072_c3_g1_i1	meanfemale	5.66169295	FC1
TRINITY_DN120411_c0_g1_i3	meanfemale	5.499627332	FC1
TRINITY_DN128246_c0_g5_i3	meanfemale	2.882450193	FC1
TRINITY_DN124616_c3_g3_i1	meanfemale	2.433151043	FC1
TRINITY_DN129120_c0_g5_i1	meanfemale	2.85161688	FC1
TRINITY_DN135178_c2_g1_i1	meanfemale	2.631925972	FC1
TRINITY_DN122474_c1_g1_i11	meanfemale	4.966675421	FC1
TRINITY_DN123927_c0_g1_i2	meanfemale	2.727880977	FC1
TRINITY_DN22908_c0_g1_i1	meanfemale	0.134251435	FC1
TRINITY_DN119603_c0_g2_i2	meanfemale	4.306126421	FC1
TRINITY_DN123545_c0_g1_i1	meanfemale	2.123735582	FC1
TRINITY_DN129315_c0_g2_i1	meanfemale	3.553083196	FC1
TRINITY_DN135224_c9_g2_i1	meanfemale	4.723246483	FC1
TRINITY_DN121472_c0_g1_i3	meanfemale	5.040836537	FC1
TRINITY_DN121310_c0_g1_i1	meanfemale	2.514938192	FC1
TRINITY_DN125768_c2_g2_i1	meanfemale	2.744041018	FC1
TRINITY_DN134728_c0_g1_i6	meanfemale	1.197552888	FC1
TRINITY_DN105560_c0_g1_i2	meanfemale	4.794695072	FC1
TRINITY_DN135288_c5_g2_i1	meanfemale	3.398059379	FC1
TRINITY_DN128626_c1_g1_i3	meanfemale	5.536421031	FC1
TRINITY_DN114874_c0_g1_i1	meanfemale	3.785448629	FC1
TRINITY_DN91682_c1_g1_i1	meanfemale	2.730632635	FC1
TRINITY_DN134488_c3_g3_i3	meanfemale	5.715852167	FC1
TRINITY_DN108227_c0_g1_i1	meanfemale	4.590640071	FC1
TRINITY_DN122615_c0_g2_i1	meanfemale	1.494945052	FC1
TRINITY_DN128224_c1_g1_i2	meanfemale	5.442577317	FC1
TRINITY_DN134010_c12_g2_i1	meanfemale	5.085249289	FC1
TRINITY_DN110230_c0_g1_i1	meanfemale	2.659081667	FC1
TRINITY_DN133381_c0_g1_i1	meanfemale	4.916091349	FC1
TRINITY_DN121882_c0_g1_i1	meanfemale	5.091398057	FC1
TRINITY_DN124342_c3_g1_i3	meanfemale	3.043112312	FC1
TRINITY_DN128101_c3_g2_i1	meanfemale	5.689771692	FC1
TRINITY_DN134037_c0_g1_i3	meanfemale	2.907223793	FC1
TRINITY_DN134224_c4_g3_i1	meanfemale	5.023475563	FC1
TRINITY_DN119748_c1_g1_i2	meanfemale	4.583000946	FC1
TRINITY_DN131945_c1_g5_i4	meanfemale	1.987528788	FC1
TRINITY_DN127771_c1_g4_i4	meanfemale	3.869602229	FC1
TRINITY_DN120102_c0_g1_i2	meanfemale	4.619094358	FC1
TRINITY_DN128757_c0_g1_i3	meanfemale	3.33952558	FC1
TRINITY_DN122347_c0_g1_i2	meanfemale	2.851977418	FC1
TRINITY_DN135609_c7_g3_i1	meanfemale	3.093307433	FC1
TRINITY_DN123320_c0_g3_i7	meanfemale	1.654209654	FC1
TRINITY_DN72469_c0_g1_i1	meanfemale	3.45355002	FC1
TRINITY_DN126848_c4_g2_i1	meanfemale	4.441831912	FC1
TRINITY_DN136213_c2_g1_i6	meanfemale	4.473690889	FC1
TRINITY_DN132754_c0_g2_i1	meanfemale	5.671076369	FC1
TRINITY_DN122199_c0_g1_i2	meanfemale	4.022070677	FC1
TRINITY_DN134546_c3_g7_i2	meanfemale	4.012329747	FC1
TRINITY_DN133052_c1_g1_i6	meanfemale	3.909035762	FC1
TRINITY_DN133421_c0_g2_i2	meanfemale	0.34551761	FC1
TRINITY_DN116647_c0_g1_i2	meanfemale	6.931964117	FC1
TRINITY_DN132611_c0_g3_i1	meanfemale	4.692376347	FC1
TRINITY_DN118088_c0_g1_i1	meanfemale	3.853186495	FC1
TRINITY_DN111859_c0_g1_i1	meanfemale	2.460023321	FC1
TRINITY_DN116909_c0_g1_i3	meanfemale	4.402170537	FC1
TRINITY_DN126834_c0_g2_i6	meanfemale	4.075728228	FC1
TRINITY_DN134659_c7_g1_i2	meanfemale	2.389512574	FC1
TRINITY_DN109454_c0_g1_i2	meanfemale	5.765592551	FC1
TRINITY_DN133949_c2_g1_i1	meanfemale	5.833242997	FC1
TRINITY_DN122355_c6_g2_i1	meanfemale	3.759325672	FC1
TRINITY_DN129893_c3_g2_i4	meanfemale	0.933963419	FC1
TRINITY_DN129141_c5_g2_i3	meanfemale	2.842499698	FC1
TRINITY_DN133351_c7_g2_i4	meanfemale	3.598187866	FC1
TRINITY_DN122666_c5_g2_i1	meanfemale	1.596151002	FC1
TRINITY_DN122144_c0_g2_i1	meanfemale	3.611493042	FC1
TRINITY_DN124440_c0_g1_i6	meanfemale	5.647178451	FC1
TRINITY_DN133653_c0_g4_i1	meanfemale	3.133641387	FC1
TRINITY_DN131440_c0_g3_i1	meanfemale	2.625155415	FC1
TRINITY_DN132825_c3_g1_i6	meanfemale	4.00492096	FC1
TRINITY_DN127008_c0_g1_i1	meanfemale	2.696436805	FC1
TRINITY_DN135870_c1_g2_i5	meanfemale	3.065128616	FC1
TRINITY_DN127664_c3_g1_i1	meanfemale	3.400046642	FC1
TRINITY_DN122182_c0_g1_i2	meanfemale	3.695671369	FC1
TRINITY_DN128123_c2_g1_i7	meanfemale	2.780919085	FC1
TRINITY_DN118677_c0_g1_i1	meanfemale	3.32902776	FC1
TRINITY_DN105453_c0_g1_i1	meanfemale	6.458678627	FC1
TRINITY_DN126921_c0_g1_i1	meanfemale	1.443578214	FC1
TRINITY_DN103912_c0_g1_i1	meanfemale	4.301464697	FC1
TRINITY_DN133320_c3_g4_i2	meanfemale	4.607247037	FC1
TRINITY_DN125134_c9_g1_i2	meanfemale	5.084128309	FC1
TRINITY_DN136341_c3_g1_i2	meanfemale	3.509121934	FC1
TRINITY_DN93756_c0_g2_i1	meanfemale	3.108811173	FC1
TRINITY_DN112022_c0_g2_i2	meanfemale	5.48533471	FC1
TRINITY_DN93647_c0_g1_i1	meanfemale	4.661207841	FC1
TRINITY_DN133129_c1_g1_i2	meanfemale	5.305383932	FC1
TRINITY_DN86263_c0_g1_i1	meanfemale	4.504434732	FC1
TRINITY_DN134208_c6_g1_i3	meanfemale	0.87914497	FC1
TRINITY_DN115736_c0_g1_i1	meanfemale	3.348305231	FC1
TRINITY_DN121564_c0_g1_i2	meanfemale	2.411228517	FC1
TRINITY_DN129953_c1_g1_i1	meanfemale	4.523067381	FC1
TRINITY_DN127749_c2_g2_i1	meanfemale	4.038086554	FC1
TRINITY_DN132012_c5_g7_i2	meanfemale	2.08039334	FC1
TRINITY_DN130975_c2_g1_i4	meanfemale	3.816460638	FC1
TRINITY_DN131449_c0_g1_i1	meanfemale	1.457031997	FC1
TRINITY_DN110633_c0_g1_i4	meanfemale	4.80814494	FC1
TRINITY_DN109790_c0_g1_i1	meanfemale	5.600432848	FC1
TRINITY_DN133356_c6_g2_i2	meanfemale	1.466640523	FC1
TRINITY_DN122099_c0_g4_i2	meanfemale	4.234256228	FC1
TRINITY_DN127539_c4_g1_i1	meanfemale	5.000521433	FC1
TRINITY_DN132042_c5_g3_i2	meanfemale	3.63521196	FC1
TRINITY_DN134164_c0_g2_i1	meanfemale	2.494413032	FC1
TRINITY_DN119496_c0_g1_i1	meanfemale	6.17571263	FC1
TRINITY_DN127810_c3_g1_i3	meanfemale	4.809278929	FC1
TRINITY_DN124030_c4_g1_i1	meanfemale	3.852581212	FC1
TRINITY_DN133386_c3_g12_i1	meanfemale	4.345046018	FC1
TRINITY_DN122994_c0_g1_i1	meanfemale	4.588448419	FC1
TRINITY_DN122722_c0_g1_i2	meanfemale	4.950629682	FC1
TRINITY_DN121480_c0_g1_i2	meanfemale	4.988588573	FC1
TRINITY_DN135357_c0_g2_i1	meanfemale	4.542185189	FC1
TRINITY_DN120143_c0_g1_i1	meanfemale	4.128982978	FC1
TRINITY_DN130765_c6_g10_i1	meanfemale	3.321342276	FC1
TRINITY_DN129343_c0_g2_i1	meanfemale	3.292009947	FC1
TRINITY_DN134990_c3_g4_i1	meanfemale	3.192443401	FC1
TRINITY_DN128442_c2_g3_i1	meanfemale	4.307198813	FC1
TRINITY_DN130418_c8_g2_i1	meanfemale	3.978158435	FC1
TRINITY_DN131896_c2_g2_i3	meanfemale	3.939944864	FC1
TRINITY_DN135854_c3_g3_i3	meanfemale	4.325649045	FC1
TRINITY_DN114830_c0_g1_i1	meanfemale	3.229440526	FC1
TRINITY_DN131766_c10_g2_i1	meanfemale	7.299688121	FC1
TRINITY_DN122545_c0_g1_i4	meanfemale	2.293422048	FC1
TRINITY_DN129139_c0_g2_i3	meanfemale	2.789905169	FC1
TRINITY_DN115703_c0_g2_i4	meanfemale	5.583206604	FC1
TRINITY_DN120415_c0_g1_i1	meanfemale	6.057309573	FC1
TRINITY_DN110412_c0_g1_i1	meanfemale	2.950329879	FC1
TRINITY_DN135986_c1_g1_i2	meanfemale	1.305814261	FC1
TRINITY_DN127153_c1_g1_i1	meanfemale	5.367604614	FC1
TRINITY_DN133392_c2_g1_i5	meanfemale	3.464399054	FC1
TRINITY_DN121643_c0_g1_i1	meanfemale	6.299875798	FC1
TRINITY_DN135547_c1_g1_i1	meanfemale	1.231294453	FC1
TRINITY_DN133449_c1_g3_i1	meanfemale	2.813221151	FC1
TRINITY_DN120925_c0_g1_i5	meanfemale	2.173853177	FC1
TRINITY_DN121830_c0_g1_i1	meanfemale	3.100296645	FC1
TRINITY_DN128422_c5_g3_i2	meanfemale	5.214873631	FC1
TRINITY_DN131042_c0_g1_i2	meanfemale	3.467550642	FC1
TRINITY_DN130730_c9_g1_i3	meanfemale	2.595798472	FC1
TRINITY_DN132586_c0_g1_i3	meanfemale	3.060539729	FC1
TRINITY_DN64301_c0_g1_i1	meanfemale	2.57592413	FC1
TRINITY_DN118087_c1_g2_i1	meanfemale	4.388170562	FC1
TRINITY_DN131037_c1_g2_i7	meanfemale	3.440474454	FC1
TRINITY_DN120833_c1_g1_i1	meanfemale	3.800685109	FC1
TRINITY_DN126621_c0_g1_i1	meanfemale	3.963781637	FC1
TRINITY_DN128135_c2_g5_i1	meanfemale	4.036735986	FC1
TRINITY_DN112800_c0_g1_i2	meanfemale	3.160135388	FC1
TRINITY_DN131534_c0_g1_i1	meanfemale	0.420714085	FC1
TRINITY_DN127991_c0_g1_i2	meanfemale	1.572490865	FC1
TRINITY_DN124339_c5_g1_i1	meanfemale	3.230699486	FC1
TRINITY_DN126701_c6_g2_i1	meanfemale	3.925676807	FC1
TRINITY_DN66959_c0_g1_i1	meanfemale	2.135035347	FC1
TRINITY_DN112193_c0_g1_i1	meanfemale	2.239488749	FC1
